,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,-1.3037078446670032,4.792843938282339,4.59333741322176,2.360318152257473,-3.6259490814739,0.05095561348001698,-0.8015301787519725,-1.0933262254405214,5.576676524234353,-0.6194265718525973
1,-1.414066536113282,3.112931871581366,3.2218192928157015,0.12299426624997215,-3.7107177670274742,-0.3304336904205656,-1.5676639771598988,-0.9853892461903966,3.257172490416091,-0.2746504911625621
2,-1.4260075645298387,2.838275441310802,3.1305124700132834,-0.514531314028848,-3.3902076903351794,-0.33633142158824425,-2.151191933139855,-0.9690767652417667,1.8843877184866433,-0.16900847554261816
3,-1.1754227665973327,4.342801186154009,4.611773195323631,0.9855577717456101,-2.7202050539922804,0.22270162130933038,-2.1126178718561257,-1.3040377222534747,3.332616316307528,-0.4077958217418093
4,-1.4643778561765959,0.9606930927683222,1.4922861325218038,-3.274354072047247,-3.476325586224441,-0.3724923938332305,-2.9381767760797843,-1.2342112416211894,0.2893732770572029,0.49795663150349323
5,-1.571089323913295,0.2835114910430637,0.9341274861195985,-3.682397665019096,-3.679534921120989,-0.16954703872074922,-2.7848051604319486,-0.9753989402781951,0.9830732482332284,0.003964589665272094
6,-1.3451620426490492,0.46529776461381983,0.030254598270403894,-1.7147350923864098,-5.485868795333528,-1.2807463999271451,-0.4895217994717377,0.68505446536785,0.1709913903928199,-0.0012883133514960416
7,-1.2283789288446196,2.019492559982835,1.5500484097987193,-0.3409056612773564,-4.742304663079872,-1.1617675893209096,-0.851185746099453,0.33803218281805175,0.4606550007392116,0.0018265291006218883
8,-1.0557893926456001,2.8256135782651737,2.3848439594203836,0.2783364007518996,-4.246273546467941,-1.0895400187530908,-1.1718800804469969,0.02569297904984457,1.0019257956623357,0.004719888600533755
9,-1.0796647884976074,2.0942729198596273,1.8517806208190153,-0.7363541792873968,-4.227781530996591,-1.2473891011812595,-1.5611495597864802,-0.1391319951756736,0.8269371551034229,0.07571021043534326
10,-1.14158064549296,1.6341306787131624,1.600701293633544,-1.5323511786481234,-4.078319310043418,-1.3255465505170707,-1.9529029963005637,-0.3540893711664912,0.40598736934498814,0.1911370032946757
11,-1.1259611053799083,1.8496280463672852,1.954334704735204,-1.481355779819587,-3.72506704038316,-1.1613209062988656,-2.265062948518264,-0.4976457539486209,0.6688344526824476,0.04658519656546849
12,-1.0902043748448875,1.81943949478298,2.040789497954354,-1.7143938598344854,-3.541808659602436,-0.974381917538884,-2.37883909164612,-0.7592359455955455,1.2644164504139552,0.004897533295597375
13,-1.1848189527070718,2.018769657033605,2.3311732757965555,-1.9011895494306479,-3.148742780058897,-0.8586509787727763,-2.836797726655602,-0.8519237130926163,0.13288404826260614,0.14365703843225255
14,-1.2650739563224755,0.8604133004564064,1.2491432976993773,-3.4671322249431253,-3.3968146590665267,-0.8200076389091954,-3.042169404398357,-1.0806714288031272,0.19012959051874537,0.44455036154728333
15,-1.402004909137051,0.2236645740187777,0.7110909381699914,-3.8201751906376167,-3.5597075645504757,-0.3482841089116401,-2.8521025918515526,-0.8226920840777054,1.190156808023592,-0.14189214332099215
16,-0.7100086984338551,2.945096133931771,2.152005340062363,0.37197220357416394,-4.279675286363224,-1.3751491754956278,-0.8907389916115018,0.1798066623747952,0.9768870694532269,0.06703872262072325
17,-0.67080926911549,2.7667946425111736,2.1220557976520182,0.19151227734687537,-4.1238193121792275,-1.467502685357519,-1.2055193937016195,0.19984304385614066,1.2317025384512053,-0.18257374473696292
18,-0.6096229390270882,2.9397000234577106,2.401640772844609,0.1927962917800016,-3.839523349148265,-1.4221844854537524,-1.4948807420320165,-0.058154928991769335,1.8440606809508713,-0.22521252758430732
19,-0.850317106880232,1.5703682403067922,1.3129955014682897,-1.6664954424871026,-3.934102369806274,-1.7394036541418372,-2.1007137592621596,-0.14653016248040138,0.36594405923693546,0.06658338574326049
20,-0.8553928338534179,1.6325246396420257,1.4866927601976274,-1.9846446451888728,-3.620886261100448,-1.6589846252090585,-2.4883351565293896,-0.4254814130242952,0.21344907496267057,0.19810873880784974
21,-0.9398104417792086,1.4996347703314286,1.5063927024045198,-2.2475268588525696,-3.432581484202318,-1.5166243274649758,-2.71089407330302,-0.49927165599273815,0.38434616259862336,0.032909416845680585
22,-0.9778962534831631,3.2427707863555253,3.2702175783851692,-0.7585262639717051,-2.408965890036547,-1.1555195760881467,-3.340155601018884,-0.49940266148977636,-0.9674247528079094,-0.03966235427246254
23,-0.4002167842479743,3.7623279806034837,3.5684894213742546,-2.9390448400298137,-1.507737490664551,-1.280172223453786,-4.710210552320316,-2.683235625076425,-4.89869607409801,3.411569957786804
24,-1.0139288456256295,0.26920187047179084,0.9134632013504642,-3.5233356716588644,-3.203061945424918,-0.9509911745235469,-2.8675436839267614,-0.8143769814818168,0.8865571919529283,-0.10532635888506041
25,-1.0013214486446933,0.06548823057492632,-1.0735358593214517,-1.624645933005588,-5.049562499961596,-1.786266495694244,0.2970929577009064,1.6413790934325307,0.42721270954125673,-1.058914284136801
26,-1.0293050806153654,0.4662628830354656,-0.6678602989513246,-1.465903770356047,-4.773249671969655,-2.432578923317139,-0.2588148650128627,1.0845619731654765,0.19908748352765168,-0.6562182230441611
