,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,-5.980120837631173,0.5910430697788862,-0.4944329247843052,-1.0769703679505045,1.624933342392198,-1.3625230526132055,-0.9070730090629802,-0.8387068320620366,2.80133781621626,-0.25520635251998214
1,-6.0302123382773765,0.6173821268345699,-0.3664001747546263,-1.2392015679302404,0.9641559423412264,-1.0188117073057108,-0.7812440687923145,-1.029758941525327,2.699139580912543,-0.2810725507053671
2,-6.039099244023609,0.6090754984223276,-0.33017033278074354,-1.4994134862288955,0.30155661170603243,-0.7678443482403867,-0.5852117252355997,-0.9324423921686288,2.600963091418625,-0.26355867232881647
3,-6.064586872449266,0.6174754016155145,-0.3442201810409654,-1.8305142834498656,-0.31594929175084524,-0.5634518135705909,-0.35397833488902997,-0.6929756215278813,2.4974269721254014,-0.21710424150322857
4,-6.077611292710669,0.629332868087399,-0.28556497971093736,-2.228149849188563,-0.8020464010397574,-0.220005066083363,-0.24332759219641129,-0.769946633352172,2.411284065232641,-0.16366955316556137
5,-6.060546764861925,0.6279044212204717,-0.19117089955061733,-2.661645912248338,-1.1343035324247885,0.19231061634373756,-0.24946542431800384,-1.0911756509057207,2.348755082690985,-0.06019559582394858
6,-6.00502881061502,0.6234600358934338,0.2224621504166076,-3.093255999077301,-1.1902363857295388,0.9948307765454678,-0.6272931929445315,-2.446746180725682,2.339263848121304,0.08182003347319464
7,-6.1146119192583885,0.8042774426924755,-0.471720454546014,-1.320647499993457,1.7788256306409969,-1.4298062222713277,-0.8410822858468536,-1.0425490932611299,2.576280229749986,-0.4787603496981985
8,-6.108486327956235,0.7207469287814983,-0.43449936861572663,-1.5094097622060767,1.0904652912649724,-1.2330895916586448,-0.6397739816920429,-0.876085367753532,2.4929672752607748,-0.3928539369357441
9,-6.102722671360115,0.6931688508158012,-0.3965548484558998,-1.7815985165126267,0.42914361808221535,-0.9718791212509694,-0.4528901116552468,-0.7859462815368558,2.40201159763939,-0.332579486858826
10,-6.099022837292778,0.6752936748803332,-0.41725733805939597,-2.1224767976380594,-0.1864838306751295,-0.7745001861336986,-0.2268080458755197,-0.5231808839835328,2.30777346880975,-0.24508516938642874
11,-6.124155000087276,0.7145689857035179,-0.3045601095542311,-2.507817668634647,-0.6540208240670108,-0.3773377532185035,-0.14891164655559141,-0.7218322133933659,2.2179742284692554,-0.20031472314635637
12,-6.153843358021371,0.7740427340834799,-0.20783568106746014,-2.920504703742782,-0.9946201548832808,0.014930614575115705,-0.11338478500970144,-0.9783715247731365,2.134304672655163,-0.15322847331509207
13,-6.123957228887086,0.7761524395178436,0.05765719636194084,-3.3481589883216833,-1.106543319479444,0.6294782769335047,-0.3464441459263326,-1.8951960786447881,2.1048960202589377,-0.03764364619371958
14,-6.14883694510271,0.9630751604884855,0.3253449063585739,-3.8552056285809364,-1.1312392081578262,1.4682296182139773,-0.6819983584294013,-3.2509025990763325,2.09617953214013,0.3885624111844526
15,-6.224618362637959,0.94919925947713,-0.47770155436337597,-1.9725464884741024,2.0792126429742614,-1.9376123427398884,-0.8855584966162371,-0.9163090696506937,1.6903549873091797,-0.4414419239310181
16,-6.181890248464491,0.8909962198157609,-0.3680300943698401,-2.1591470530279033,1.4275447342008165,-1.6521111292873323,-0.7514777460025508,-0.9633193721793172,1.6114337232323985,-0.3633748649071275
17,-6.15062427936242,0.8503584685519616,-0.33812059726434884,-2.4354156505779048,0.7660154100927941,-1.4371787761642518,-0.5343631585534155,-0.7488594663963899,1.5217269036544623,-0.2623935148411721
18,-6.145621336529359,0.8359669500062404,-0.3544612967909751,-2.7871346147008564,0.15247206295591756,-1.2214212047995623,-0.3049513044580198,-0.49283181119990976,1.4247921412433293,-0.18783031575213047
19,-6.148601465356971,0.8384744341963606,-0.3130734524904086,-3.1852315757847816,-0.33088957985781375,-0.8924549894466242,-0.1899556975674468,-0.5394939103870118,1.3386803274931809,-0.11379791192453105
20,-6.138791954286047,0.8591929729877936,-0.17281944691157541,-3.615461890343767,-0.6533041359778659,-0.43612682426806787,-0.207983994831783,-0.9185347972513588,1.2752399511040653,0.00580633873779039
21,-6.09560284799423,0.8537134305842626,0.11299109362872843,-4.037527800740852,-0.757312024570261,0.19106421166776455,-0.45410723276179915,-1.8620566473520548,1.2531821853610594,0.14850369546825395
22,-6.178100451856585,0.9617340908519452,-0.4009876747193064,-4.43760528857384,-1.057739615148072,-0.2653550310663398,0.12444778768033943,-0.26746631668174564,1.129264733175261,0.20439590782755052
23,-6.110868813650689,0.9489295997876885,-0.4816875387250697,-2.0989147010326783,2.110770294078868,-2.189710867712761,-0.9461359724366296,-0.5776944497117317,1.3453037698938983,-0.29408944569200696
24,-6.108545377946853,0.8740813468565507,-0.3511684340252963,-2.3040552403393093,1.4707648835166016,-1.8106097675745674,-0.8712126128312087,-0.8491326741217202,1.2681844291915965,-0.23782586298679076
25,-6.0896748033519374,0.8377965476259093,-0.33521896752056124,-2.582833121671031,0.8082516305868465,-1.5882646554893403,-0.6575259501751916,-0.6662661551938271,1.1735604299230025,-0.156675168322343
26,-6.060329561606354,0.8142600197943874,-0.2161526396843307,-2.931039651211937,0.25351371328882316,-1.2028767769408566,-0.5735061358787754,-0.8394279882606206,1.0959631973521502,-0.04141019075895822
27,-6.0820430163218,0.8298805128870427,-0.29862483292230085,-3.3306837566424674,-0.28582067138593303,-1.0526282026992357,-0.30707193402643135,-0.4369540832446521,0.9906426458993544,0.013474890261027517
28,-6.105851114608201,0.8697182326034868,-0.18489196660499566,-3.7514098118463535,-0.6194828739577205,-0.629916799398783,-0.2870224821105898,-0.7401402604580742,0.9136583129958923,0.06772317355133585
29,-6.096315558505523,0.8908521546854391,0.026601320452444746,-4.163259723891245,-0.7592489233246783,-0.11356640276607897,-0.43475077802704637,-1.4168937557848125,0.8736094066383308,0.1849572514693617
30,-6.212026615432291,0.9824399042709866,-0.43919865706240074,-4.56483677469712,-1.0409567581924042,-0.48773567835958814,0.09519704590828282,-0.012703255202919308,0.7516799844789308,0.18069714998858105
31,-6.03672724261707,1.0349092865167093,-0.8540386891013957,-2.09160774937039,2.65221437838201,-2.864903480050413,-0.9925033530707527,0.31505957657283684,1.0339342427531426,-0.3186869222263196
32,-6.086083853532958,0.9002521823497124,-0.5359625110485386,-2.191297232356804,2.0927220858512254,-2.3638686037677723,-1.0681553681764833,-0.37150478597170045,0.9788915730807548,-0.2052488992296082
33,-6.04920904157022,0.848799732371522,-0.3575524528738152,-2.384699616594606,1.4661714288150267,-1.9802043889633756,-0.9980980634007197,-0.6449304903092233,0.9013229019193107,-0.12319252576036151
34,-6.028315419303991,0.8029042737824754,-0.22189891333624093,-2.6648805670441966,0.8514738773919275,-1.6056681129781445,-0.9051205602852386,-0.8320937057980416,0.8210918736227969,-0.02154386250640008
35,-6.01069608824782,0.7751401711625269,-0.22026967442627762,-3.017403915306533,0.2508696959278455,-1.3732387829234207,-0.7052407602112561,-0.6467413508874347,0.7307197891891849,0.08767516977906202
36,-6.039163361501424,0.7901903381549074,-0.23646446806013005,-3.413505317973323,-0.2625555150242839,-1.145007607550607,-0.4992471816664676,-0.4399226363372624,0.6311381949051706,0.14073281124008655
37,-6.027580503806595,0.8075774389510113,-0.09320302835027024,-3.838915713485464,-0.5820626929796218,-0.6949910686495807,-0.5161902724150093,-0.8196220864090291,0.5688547159396143,0.24511289811473985
38,-5.978935972427055,0.8038956638505481,0.5303650076403987,-4.277586628826364,-0.56688093730297,0.40833679364141995,-1.0955150846945885,-2.8391408483996674,0.588095827352098,0.41798903264207354
39,-6.1178835187895695,0.923192772828411,-0.07116748793061184,-4.690728766146759,-0.9114507598436806,-0.10800094434994334,-0.4491388605550468,-1.1031310179488223,0.4572319565878975,0.5173149635498792
40,-5.991099262403152,0.8038201481870598,-0.46902768260373773,-2.217754106192811,2.083110595817291,-2.424526316231075,-1.3142936050179244,-0.3526734276007902,0.6402294822898332,0.001066815648385111
41,-5.939632099422968,0.744322118610787,-0.23441381746365594,-2.4065885520128316,1.4841845596696621,-1.97782359212073,-1.3155462987496458,-0.8171504910704883,0.5737509414641752,0.13666335397764315
42,-5.950535681064173,0.7213128470933835,-0.18304485660906433,-2.6886340639287867,0.8341113662183395,-1.6926692467150914,-1.132480165014429,-0.7829374136214416,0.47230673326577083,0.16345921998533175
43,-5.965370304223453,0.7167886129842721,-0.14759832884163773,-3.0339463704143497,0.24154979008588712,-1.423180768660976,-0.9403035158589844,-0.673378464048741,0.3709373436204065,0.2035683061494884
44,-6.010810022259652,0.7485873926408444,-0.14109286050176836,-3.4244979072372925,-0.2599349525252405,-1.1483839225729269,-0.7737530888237272,-0.6107718896482509,0.27110436097703977,0.24821974465073005
45,-6.023656686291016,0.7675937916531714,-0.15472007119214654,-3.845221396273104,-0.643658954791192,-0.9251606450820832,-0.6143718018584321,-0.45608779218692524,0.18685029144044854,0.3117551936259068
46,-6.0098545892971424,0.7930200288494536,0.049208785078247615,-4.261388568211138,-0.7962494166114527,-0.4328235827915847,-0.7279287847010841,-1.0482991614494823,0.14699698135591288,0.41530765989791435
47,-6.03528268834076,0.8472918828603525,-0.27681532712029067,-4.672362127959689,-1.0147590489717824,-0.6013414830479997,-0.3840935898669238,-0.1657103394721288,0.06344520810331569,0.5199346299996022
48,-5.86742743913018,0.6905145577776952,-0.2931404475864754,-2.0983772396846296,2.1252539539358835,-2.3566150125134397,-1.7543465191010004,-0.8059972936258508,0.31301598007288645,0.26590473880712356
49,-5.859986767948928,0.6383471627365707,-0.16321418047654376,-2.299591535033505,1.473192356977319,-2.043914300681826,-1.6169537106687542,-0.8906646803271648,0.22448512874819496,0.3059537522573097
