ticker,mae,rmse,mape
CVNA,12.344571407843063,15.908850582062275,0.229084858747829
CELH,13.135486738955326,17.03994290110359,0.3218308876772681
ALT,2.322878267171355,2.985438068493438,0.327189892990402
FUBO,2.0119106687667956,3.2286313314814645,0.4435021756449266
UPST,16.60322621071485,24.167263678689828,0.30437231965810907
