Date,Open,High,Low,Close,Volume
2021-01-04,17.55666732788086,17.573333740234375,16.15999984741211,16.51333236694336,5461500
2021-01-05,16.260000228881836,18.59666633605957,15.716667175292969,17.383333206176758,7765800
2021-01-06,17.31999969482422,18.956666946411133,17.22333335876465,17.446666717529297,21738600
2021-01-07,17.5,18.816667556762695,16.803333282470703,18.780000686645508,5086800
2021-01-08,18.670000076293945,19.586666107177734,18.663333892822266,19.51333236694336,11396700
2021-01-11,19.366666793823242,19.59000015258789,18.350000381469727,19.036666870117188,3980100
2021-01-12,18.97333335876465,19.860000610351562,18.706666946411133,19.770000457763672,3314700
2021-01-13,19.85333251953125,20.110000610351562,19.166667938232422,19.866666793823242,5401200
2021-01-14,19.933332443237305,22.270000457763672,19.876667022705078,21.606666564941406,7197900
2021-01-15,21.329999923706055,22.573333740234375,20.833332061767578,21.75,4497000
2021-01-19,22.34666633605957,23.233333587646484,21.183332443237305,23.19333267211914,4002300
2021-01-20,23.329999923706055,23.553333282470703,21.213333129882812,21.860000610351562,5181300
2021-01-21,22.0,22.149999618530273,20.463333129882812,21.059999465942383,4016700
2021-01-22,20.90333366394043,22.126667022705078,20.583332061767578,21.559999465942383,3120000
2021-01-25,21.53333282470703,22.43000030517578,20.066667556762695,20.97333335876465,4347900
2021-01-26,20.796667098999023,22.393333435058594,20.476667404174805,21.636667251586914,2954100
2021-01-27,21.09000015258789,21.26333236694336,18.43000030517578,18.946666717529297,6412200
2021-01-28,19.80666732788086,19.94333267211914,17.503332138061523,18.68666648864746,4171500
2021-01-29,18.663333892822266,19.1299991607666,17.383333206176758,17.799999237060547,2750700
2021-02-01,17.84666633605957,18.823333740234375,17.553333282470703,18.633333206176758,2438700
2021-02-02,18.666667938232422,19.266666412353516,18.0,19.15333366394043,3824400
2021-02-03,19.72333335876465,20.0,18.6299991607666,19.690000534057617,2794200
2021-02-04,19.579999923706055,20.03333282470703,18.969999313354492,19.766666412353516,1659300
2021-02-05,20.079999923706055,21.463333129882812,19.97333335876465,21.31999969482422,2353500
