Date,Open,High,Low,Close,Volume
2021-01-04,243.6199951171875,243.6199951171875,229.25999450683594,236.27000427246094,2250200
2021-01-05,240.0,255.94000244140625,237.25,255.5800018310547,1611100
2021-01-06,250.50999450683594,257.0,243.0399932861328,250.8300018310547,1397700
2021-01-07,256.32000732421875,276.45001220703125,256.2099914550781,270.1600036621094,2051800
2021-01-08,273.0,279.6000061035156,266.0199890136719,278.44000244140625,1543200
2021-01-11,274.489990234375,279.5,265.7099914550781,274.1300048828125,932300
2021-01-12,277.04998779296875,292.44000244140625,276.3900146484375,288.44000244140625,1989500
2021-01-13,288.3999938964844,295.125,286.635009765625,289.42999267578125,1338600
2021-01-14,291.5299987792969,302.4599914550781,289.1499938964844,296.8299865722656,1912400
2021-01-15,293.5,295.5,282.010009765625,287.57000732421875,2168500
2021-01-19,290.0,290.1300048828125,273.6600036621094,275.0,1568000
2021-01-20,276.75,278.3999938964844,267.5400085449219,269.8800048828125,1145400
2021-01-21,271.0,276.80999755859375,267.0199890136719,272.54998779296875,1000600
2021-01-22,272.7200012207031,276.8699951171875,268.2090148925781,273.4700012207031,981500
2021-01-25,278.2300109863281,284.9200134277344,262.69000244140625,272.80999755859375,1366300
2021-01-26,273.5,278.79998779296875,260.79998779296875,261.3299865722656,1153400
2021-01-27,257.30999755859375,258.5,235.1300048828125,239.30999755859375,3480200
2021-01-28,246.61000061035156,267.79998779296875,246.0,256.010009765625,2566600
2021-01-29,254.0,265.4599914550781,246.5500030517578,261.19000244140625,1794800
2021-02-01,265.3299865722656,270.0,255.16000366210938,264.239990234375,1440600
2021-02-02,270.0,287.6600036621094,266.4800109863281,280.6499938964844,1655900
2021-02-03,281.57000732421875,289.1700134277344,273.0,283.80999755859375,1063700
2021-02-04,287.0299987792969,291.05999755859375,278.510009765625,284.5299987792969,1113200
2021-02-05,288.0,292.3999938964844,279.75,288.1499938964844,936600
2021-02-08,288.8999938964844,294.5299987792969,283.1199951171875,288.1600036621094,969600
2021-02-09,291.3299865722656,299.8699951171875,282.5199890136719,292.9100036621094,1046600
2021-02-10,295.70001220703125,300.5899963378906,286.32501220703125,297.92999267578125,945100
2021-02-11,300.0,300.7850036621094,291.3999938964844,294.3399963378906,801300
2021-02-12,294.2799987792969,304.4800109863281,289.94000244140625,296.04998779296875,901500
2021-02-16,300.7900085449219,310.79998779296875,293.04998779296875,296.25,1010600
2021-02-17,291.9800109863281,298.32000732421875,286.1510009765625,295.6099853515625,980800
2021-02-18,292.5,300.8349914550781,288.0,295.3999938964844,829200
2021-02-19,295.7300109863281,314.56500244140625,295.7300109863281,308.739990234375,1429500
2021-02-22,304.3699951171875,306.3800048828125,280.0,281.94000244140625,1401400
2021-02-23,272.7900085449219,283.489990234375,253.0,280.2699890136719,1694400
2021-02-24,283.1000061035156,286.4200134277344,268.4649963378906,284.94000244140625,1108400
2021-02-25,281.8900146484375,290.1700134277344,259.32000732421875,263.6600036621094,1620800
2021-02-26,278.0,295.7699890136719,265.0,283.5,3312300
2021-03-01,289.1199951171875,312.19000244140625,289.0899963378906,311.9200134277344,2522000
2021-03-02,311.9200134277344,323.3900146484375,310.989990234375,314.8399963378906,1669900
2021-03-03,313.5,314.3299865722656,284.7650146484375,288.1300048828125,2001300
2021-03-04,282.010009765625,291.8699951171875,263.9100036621094,269.989990234375,2445300
2021-03-05,273.19000244140625,273.9339904785156,242.5,261.5400085449219,2729400
2021-03-08,262.010009765625,263.7650146484375,240.52000427246094,241.19000244140625,2004800
2021-03-09,260.82000732421875,261.989990234375,252.25999450683594,260.4200134277344,1523900
2021-03-10,264.4800109863281,274.0799865722656,257.0,260.45001220703125,1176300
2021-03-11,271.5400085449219,279.5459899902344,264.9599914550781,277.0400085449219,1248700
2021-03-12,271.75,288.55999755859375,263.510009765625,286.69000244140625,1335000
2021-03-15,287.9700012207031,288.6499938964844,275.1099853515625,284.4599914550781,811700
2021-03-16,289.29998779296875,291.7799987792969,278.2099914550781,283.6499938964844,1090900
2021-03-17,278.7699890136719,290.25,272.010009765625,286.2799987792969,1142100
2021-03-18,282.0,282.0,261.0450134277344,262.80999755859375,1606300
2021-03-19,262.2099914550781,273.6820068359375,260.1300048828125,269.2200012207031,1907000
2021-03-22,269.8900146484375,277.8699951171875,266.0,273.9200134277344,1178900
2021-03-23,272.239990234375,283.989990234375,272.04998779296875,274.1700134277344,1515300
2021-03-24,277.0899963378906,277.17999267578125,252.07000732421875,252.85000610351562,1444600
2021-03-25,245.85000610351562,257.989990234375,240.5800018310547,256.3599853515625,2120800
2021-03-26,256.70001220703125,262.3599853515625,249.67999267578125,259.0,1123600
2021-03-29,258.8699951171875,260.8819885253906,244.44500732421875,248.7100067138672,1327300
2021-03-30,246.0,257.0799865722656,243.19000244140625,254.5,1059700
2021-03-31,261.8800048828125,267.04998779296875,258.17999267578125,262.3999938964844,1071800
2021-04-01,266.19000244140625,275.95001220703125,264.0,265.32000732421875,874700
2021-04-05,270.7200012207031,271.0,259.57000732421875,267.3299865722656,710900
2021-04-06,267.5400085449219,281.8599853515625,264.2799987792969,277.6000061035156,1294200
2021-04-07,273.1099853515625,276.1990051269531,266.8800048828125,267.29998779296875,771100
2021-04-08,268.20001220703125,273.989990234375,267.44000244140625,271.0,895400
2021-04-09,273.4100036621094,273.4100036621094,265.17999267578125,271.29998779296875,739500
2021-04-12,266.3500061035156,270.80499267578125,259.3699951171875,269.2799987792969,960700
2021-04-13,272.19000244140625,277.8500061035156,268.0799865722656,276.7099914550781,741400
2021-04-14,278.0,282.17999267578125,268.29998779296875,270.0899963378906,1032700
2021-04-15,272.9200134277344,285.9599914550781,269.239990234375,281.69000244140625,1454600
2021-04-16,283.25,283.25,272.25,275.0899963378906,806600
2021-04-19,273.8599853515625,279.1400146484375,269.25,276.5,950700
2021-04-20,276.510009765625,276.80999755859375,258.67999267578125,262.6300048828125,1925600
2021-04-21,258.0,270.29998779296875,255.00999450683594,268.17999267578125,947000
2021-04-22,270.19000244140625,270.3500061035156,258.43499755859375,265.010009765625,1035000
2021-04-23,266.9800109863281,278.010009765625,260.4100036621094,278.010009765625,1207000
2021-04-26,279.30999755859375,296.3299865722656,278.0,294.3900146484375,2085300
2021-04-27,295.94000244140625,301.1600036621094,291.7250061035156,294.760009765625,755800
2021-04-28,295.0,298.5150146484375,289.2959899902344,293.489990234375,609600
2021-04-29,294.760009765625,297.0,284.010009765625,288.739990234375,739500
2021-04-30,285.260009765625,290.1700134277344,282.1000061035156,285.260009765625,715500
2021-05-03,297.42999267578125,297.92999267578125,289.0,290.0,1270900
2021-05-04,285.75,290.54998779296875,276.5899963378906,289.2300109863281,1632100
2021-05-05,293.2699890136719,299.4800109863281,279.25,280.6199951171875,1662900
2021-05-06,276.8399963378906,278.3450012207031,258.3800048828125,263.45001220703125,3424900
2021-05-07,259.0,261.9700012207031,246.49000549316406,247.80999755859375,3587900
2021-05-10,243.11000061035156,245.8699951171875,236.25,242.17999267578125,2617700
2021-05-11,231.72999572753906,245.41000366210938,229.69000244140625,239.19000244140625,2323700
2021-05-12,233.42999267578125,234.97999572753906,222.7899932861328,226.5399932861328,3114300
2021-05-13,229.6699981689453,233.08999633789062,223.31199645996094,223.8699951171875,1943600
2021-05-14,227.3000030517578,239.5800018310547,227.3000030517578,237.52999877929688,1097700
2021-05-17,235.02999877929688,238.74000549316406,222.0,226.55999755859375,5600100
2021-05-18,228.27999877929688,230.57000732421875,223.8699951171875,227.35000610351562,2317200
2021-05-19,221.06500244140625,232.22000122070312,219.39999389648438,228.14999389648438,2199600
2021-05-20,229.72000122070312,243.0,228.5800018310547,241.7100067138672,2103600
2021-05-21,243.82000732421875,247.24000549316406,240.00999450683594,246.4199981689453,1479100
2021-05-24,248.86000061035156,259.510009765625,247.64999389648438,253.8000030517578,1541400
2021-05-25,256.80999755859375,263.760009765625,256.0799865722656,259.79998779296875,1765100
2021-05-26,260.3800048828125,262.6400146484375,253.9600067138672,259.1300048828125,1104900
2021-05-27,262.5,273.0,256.5,267.07000732421875,2025000
2021-05-28,265.32000732421875,269.5299987792969,264.510009765625,265.0899963378906,926200
2021-06-01,267.260009765625,275.8500061035156,259.8399963378906,273.1400146484375,1399500
2021-06-02,274.5,281.7200012207031,271.30999755859375,278.6499938964844,1293700
2021-06-03,274.5400085449219,278.1400146484375,268.9049987792969,273.8999938964844,909700
2021-06-04,275.0,280.010009765625,272.6600036621094,279.8699951171875,776700
2021-06-07,278.44000244140625,281.17999267578125,273.9599914550781,279.8500061035156,1153800
2021-06-08,280.0,280.5899963378906,272.75,276.3299865722656,1118900
2021-06-09,275.6499938964844,276.7799987792969,264.07000732421875,264.510009765625,1143000
2021-06-10,264.80999755859375,268.3900146484375,263.7449951171875,266.6700134277344,1359000
2021-06-11,268.6499938964844,275.0,267.0610046386719,274.6600036621094,862300
2021-06-14,274.75,279.8900146484375,274.739990234375,278.69000244140625,855800
2021-06-15,277.0,277.6650085449219,269.0,273.20001220703125,904000
2021-06-16,273.05999755859375,281.5799865722656,272.0,279.4599914550781,1568500
2021-06-17,281.739990234375,292.0,280.29998779296875,291.1600036621094,2260100
2021-06-18,291.7099914550781,296.6199951171875,288.1700134277344,294.32000732421875,2017000
2021-06-21,297.3900146484375,299.260009765625,286.3800048828125,295.7300109863281,1648800
2021-06-22,298.1600036621094,314.5,296.8699951171875,313.1000061035156,2787100
2021-06-23,306.5,316.1700134277344,305.6499938964844,314.7300109863281,1336700
2021-06-24,318.80999755859375,319.5,303.010009765625,304.510009765625,1725500
2021-06-25,306.3299865722656,306.5,298.0899963378906,300.1600036621094,2346100
2021-06-28,299.94000244140625,310.05999755859375,299.3299865722656,305.4700012207031,1936400
2021-06-29,301.6300048828125,303.4049987792969,296.6099853515625,301.7200012207031,1803300
2021-06-30,301.6700134277344,307.45001220703125,299.25,301.82000732421875,841600
2021-07-01,300.0,308.5,297.2829895019531,308.010009765625,712100
2021-07-02,310.0,313.54998779296875,307.11199951171875,312.0799865722656,848400
2021-07-06,312.3900146484375,322.1300048828125,310.5350036621094,316.239990234375,1018500
2021-07-07,317.0,320.0199890136719,312.05499267578125,316.8800048828125,897800
2021-07-08,308.94000244140625,322.6199951171875,308.7699890136719,322.510009765625,1727000
2021-07-09,323.30999755859375,327.7799987792969,319.6499938964844,323.4200134277344,1252500
2021-07-12,323.3299865722656,326.80999755859375,321.82501220703125,324.1199951171875,654800
2021-07-13,325.1300048828125,329.1000061035156,320.8800048828125,323.07000732421875,1329100
2021-07-14,323.489990234375,324.44000244140625,312.4150085449219,314.42999267578125,1854100
2021-07-15,314.42999267578125,319.82000732421875,306.739990234375,311.20001220703125,1481100
2021-07-16,314.3800048828125,318.8500061035156,312.0,313.2699890136719,1281300
2021-07-19,307.9700012207031,311.2099914550781,302.94000244140625,311.0400085449219,1453900
2021-07-20,314.6700134277344,328.260009765625,312.5,325.3399963378906,1760600
2021-07-21,323.6700134277344,332.5,321.0,331.70001220703125,1135800
2021-07-22,330.44000244140625,338.875,330.44000244140625,335.2300109863281,1064500
2021-07-23,334.7699890136719,341.3999938964844,327.9599914550781,338.9200134277344,1092900
2021-07-26,338.79998779296875,339.0950012207031,334.4599914550781,336.6400146484375,724700
2021-07-27,337.0199890136719,338.9200134277344,327.25,336.989990234375,1377800
2021-07-28,339.0799865722656,344.32000732421875,333.4200134277344,339.32000732421875,963400
