Date,Open,High,Low,Close,Volume
2021-01-04,28.229999542236328,28.239999771118164,23.170000076293945,24.239999771118164,61923500
2021-01-05,27.709999084472656,30.770000457763672,26.770000457763672,27.329999923706055,75896300
2021-01-06,28.09000015258789,29.190000534057617,25.611000061035156,27.170000076293945,37259200
2021-01-07,28.360000610351562,30.1299991607666,27.219999313354492,28.3700008392334,26136800
2021-01-08,28.969999313354492,29.399999618530273,26.010000228881836,27.309999465942383,20750200
2021-01-11,26.1200008392334,28.940000534057617,26.070999145507812,27.190000534057617,13128100
2021-01-12,31.1200008392334,36.900001525878906,29.549999237060547,36.47999954223633,77881200
2021-01-13,38.290000915527344,40.400001525878906,34.5099983215332,35.79999923706055,53521100
2021-01-14,36.06999969482422,36.869998931884766,32.52000045776367,35.619998931884766,32913000
2021-01-15,35.099998474121094,36.20000076293945,31.700000762939453,32.130001068115234,23996500
2021-01-19,32.40999984741211,32.5,29.520000457763672,30.739999771118164,22078700
2021-01-20,31.56999969482422,32.4900016784668,30.059999465942383,30.149999618530273,18514400
2021-01-21,31.68000030517578,36.0,31.360000610351562,35.5,52462700
2021-01-22,34.20000076293945,38.099998474121094,33.279998779296875,37.720001220703125,33514400
2021-01-25,40.31999969482422,44.779998779296875,36.099998474121094,40.97999954223633,49556000
2021-01-26,41.93000030517578,44.25,38.630001068115234,43.91999816894531,27880700
2021-01-27,47.630001068115234,57.470001220703125,44.54999923706055,46.75,58664900
2021-01-28,49.81999969482422,49.880001068115234,39.849998474121094,39.849998474121094,33709000
2021-01-29,45.38999938964844,46.349998474121094,40.5,42.25,30110900
2021-02-01,47.41999816894531,52.400001525878906,44.29999923706055,52.400001525878906,44140500
2021-02-02,50.849998474121094,51.310001373291016,47.119998931884766,48.459999084472656,20959400
2021-02-03,49.0099983215332,50.5,47.5,49.099998474121094,11207500
2021-02-04,50.79999923706055,54.2400016784668,49.970001220703125,51.04999923706055,18595800
2021-02-05,51.20000076293945,51.499000549316406,48.33000183105469,48.779998779296875,10585500
