timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,ALT_close,ALT_high,ALT_low,ALT_trade_count,ALT_open,ALT_volume,ALT_vwap,ALT_year,ALT_month,ALT_day,ALT_hour,MRNA_close,MRNA_high,MRNA_low,MRNA_trade_count,MRNA_open,MRNA_volume,MRNA_vwap,MRNA_year,MRNA_month,MRNA_day,MRNA_hour,IBB_close,IBB_high,IBB_low,IBB_trade_count,IBB_open,IBB_volume,IBB_vwap,IBB_year,IBB_month,IBB_day,IBB_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_embedding_0,time_embedding_1,time_embedding_2,time_embedding_3,time_embedding_4,time_embedding_5,time_embedding_6,time_embedding_7,ALT_hour_sin,ALT_hour_cos,ALT_day_sin,ALT_day_cos,ALT_month_sin,ALT_month_cos,ALT_time_embedding_0,ALT_time_embedding_1,ALT_time_embedding_2,ALT_time_embedding_3,ALT_time_embedding_4,ALT_time_embedding_5,ALT_time_embedding_6,ALT_time_embedding_7,MRNA_hour_sin,MRNA_hour_cos,MRNA_day_sin,MRNA_day_cos,MRNA_month_sin,MRNA_month_cos,MRNA_time_embedding_0,MRNA_time_embedding_1,MRNA_time_embedding_2,MRNA_time_embedding_3,MRNA_time_embedding_4,MRNA_time_embedding_5,MRNA_time_embedding_6,MRNA_time_embedding_7,IBB_hour_sin,IBB_hour_cos,IBB_day_sin,IBB_day_cos,IBB_month_sin,IBB_month_cos,IBB_time_embedding_0,IBB_time_embedding_1,IBB_time_embedding_2,IBB_time_embedding_3,IBB_time_embedding_4,IBB_time_embedding_5,IBB_time_embedding_6,IBB_time_embedding_7
2020-01-16 05:00:00+00:00,1.8234,1.84,1.79,274,1.79,81270,1.82066,2020,1,16,5,1.8234,1.84,1.79,274,1.79,81270,1.82066,2020,1,16,5,21.01,21.87,20.77,27568,21.68,5244671,21.333898,2020,1,16,5,122.35,122.96,121.56,15721,122.59,2185319,122.228207,2020,1,16,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.5937246,-0.3370695,-0.31846663,0.2558754,-0.10174896,-0.279267,0.7906662,-0.40387002,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.33333686,0.48202455,0.7426829,0.10241312,0.5057628,-0.26111662,-0.056531798,-0.74471986,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.6445874,-0.1924367,0.8774771,0.11078787,0.22933847,-0.38540235,-0.1681086,-0.7449234,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.4030649,0.107465856,-0.5658508,-0.758901,0.5610808,0.38178694,-0.76323825,0.0346408
2020-01-17 05:00:00+00:00,1.84,1.87,1.83,367,1.84,57708,1.848189,2020,1,17,5,1.84,1.87,1.83,367,1.84,57708,1.848189,2020,1,17,5,20.62,21.5,20.55,15189,21.5,3501533,20.98146,2020,1,17,5,121.89,122.84,121.47,18180,122.76,1971243,121.91927,2020,1,17,5,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.6288149,-0.27754942,-0.38404647,0.29341027,-0.055195462,-0.19394608,0.7917835,-0.4202902,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.38290653,0.4035836,0.7800153,0.17800565,0.53359115,-0.33299363,0.011279547,-0.6921221,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.6053754,-0.20379029,0.87972414,0.16426755,0.17663342,-0.3643659,-0.143224,-0.7640086,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.33008525,0.057302363,-0.56410915,-0.71218795,0.60076743,0.4134906,-0.71471006,0.06911378
2020-01-21 05:00:00+00:00,2.02,2.2,1.87,3464,1.94,1526994,2.052379,2020,1,21,5,2.02,2.2,1.87,3464,1.94,1526994,2.052379,2020,1,21,5,20.94,21.49,20.645,14516,20.79,2221633,21.113282,2020,1,21,5,120.72,121.93,120.54,24277,121.7,2863634,121.102901,2020,1,21,5,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.7378485,-0.08809837,-0.51789784,0.28893346,0.19708127,0.1968638,0.72650856,-0.4616007,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,0.45068622,0.026604835,0.82204944,0.5163272,0.52152646,-0.5693542,0.2795625,-0.44002637,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,0.4005622,-0.36370972,0.8706522,0.21786292,-0.08552644,-0.38402033,-0.08742883,-0.7625588,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,0.112564705,-0.18282716,-0.58102596,-0.43000036,0.631691,0.41199264,-0.47296077,0.32394785
2020-01-22 05:00:00+00:00,2.025,2.06,1.88,2640,1.97,1223358,1.974896,2020,1,22,5,2.025,2.06,1.88,2640,1.97,1223358,1.974896,2020,1,22,5,21.97,23.2,21.7,47553,22.08,11675948,22.372894,2020,1,22,5,120.55,121.68,120.33,15443,121.0,1455003,120.759114,2020,1,22,5,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,-0.7530944,-0.064133614,-0.51560825,0.24931628,0.26234096,0.2828533,0.6934861,-0.4639316,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.43307123,-0.060251705,0.8069212,0.58858234,0.48790902,-0.6050765,0.3311718,-0.38276592,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.34811425,-0.42194608,0.8641242,0.18897933,-0.1493103,-0.41354737,-0.08741939,-0.74275076,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.090842925,-0.23937681,-0.5902402,-0.34978148,0.6072387,0.379584,-0.41556868,0.4007587
2020-01-23 05:00:00+00:00,2.01,2.15,1.91,4723,2.08,1677241,2.003456,2020,1,23,5,2.01,2.15,1.91,4723,2.08,1677241,2.003456,2020,1,23,5,21.47,22.65,21.4,20918,22.17,3918531,21.979458,2020,1,23,5,119.5,120.25,118.46,24619,120.16,3893824,119.486555,2020,1,23,5,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.7627215,-0.052434124,-0.49873886,0.19597946,0.32260394,0.35586897,0.6548974,-0.4627181,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.40191168,-0.13513091,0.7811055,0.64959073,0.4429892,-0.6293978,0.3721753,-0.33471635,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.30026034,-0.48191398,0.85616165,0.1442101,-0.20658799,-0.4504868,-0.0933601,-0.7152777,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.08534916,-0.28951645,-0.6007336,-0.27385712,0.5700686,0.33551425,-0.36614373,0.47525918
2020-01-24 05:00:00+00:00,1.91,1.98,1.9,873,1.98,348915,1.944985,2020,1,24,5,1.91,1.98,1.9,873,1.98,348915,1.944985,2020,1,24,5,21.12,21.8793,20.9,15321,21.6,3308629,21.217928,2020,1,24,5,116.88,120.0,116.27,37702,119.85,4388462,117.369986,2020,1,24,5,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,-0.76661146,-0.053508524,-0.4675086,0.1308227,0.37546185,0.4134418,0.61197704,-0.45800257,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.35793623,-0.19482888,0.744163,0.697999,0.38797146,-0.6420756,0.40132612,-0.2986553,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.25942034,-0.5406716,0.84700614,0.08515603,-0.25504553,-0.49284884,-0.10499797,-0.6805104,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.096334346,-0.33134183,-0.6120418,-0.20646025,0.5206754,0.28114334,-0.32756752,0.5440414
2020-01-27 05:00:00+00:00,1.85,1.93,1.8218,603,1.9,197754,1.879229,2020,1,27,5,1.85,1.93,1.8218,603,1.9,197754,1.879229,2020,1,27,5,22.74,23.12,21.12,51503,22.1,10829419,22.427284,2020,1,27,5,116.09,116.77,114.54,24107,115.0,2631774,115.866631,2020,1,27,5,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,-0.7437652,-0.13013649,-0.29588088,-0.106123656,0.47349608,0.4823387,0.47555402,-0.4251046,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,0.16482309,-0.26498148,0.5692751,0.76588804,0.18359464,-0.6098805,0.4118548,-0.2787123,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,0.19714695,-0.6858549,0.8158243,-0.15022117,-0.33225036,-0.6298811,-0.16802558,-0.54248345,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,0.21929087,-0.39477313,-0.6460101,-0.08806124,0.3138417,0.07844335,-0.29517552,0.693473
2020-01-28 05:00:00+00:00,1.83,1.89,1.76,440,1.87,157847,1.816246,2020,1,28,5,1.83,1.89,1.76,440,1.87,157847,1.816246,2020,1,28,5,22.36,23.5,21.8501,28859,23.5,6228066,22.455287,2020,1,28,5,117.32,117.84,116.54,22449,117.03,2613583,117.351883,2020,1,28,5,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.72497374,-0.17631297,-0.21868378,-0.18669331,0.48305854,0.46958286,0.43484214,-0.40923312,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.08848975,-0.2497584,0.49483898,0.7635989,0.112119645,-0.5760086,0.38944954,-0.30271107,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.19989882,-0.71874976,0.8056248,-0.2357124,-0.33260286,-0.6716837,-0.19539012,-0.49098086,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.2835077,-0.3932026,-0.65582186,-0.08312729,0.23412451,0.0074535217,-0.31418684,0.72081393
2020-01-29 05:00:00+00:00,1.81,1.85,1.75,476,1.82,185135,1.806548,2020,1,29,5,1.81,1.85,1.75,476,1.82,185135,1.806548,2020,1,29,5,20.55,22.34,20.45,24940,22.23,5064702,21.372877,2020,1,29,5,117.24,117.98,117.16,13712,117.75,1724402,117.52066,2020,1,29,5,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,-0.7010715,-0.2295927,-0.13637917,-0.26175672,0.4805005,0.4390208,0.40019432,-0.391849,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.011684658,-0.21546848,0.41733956,0.7489676,0.04450588,-0.5311983,0.3547256,-0.3405149,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.21467397,-0.7427242,0.7963155,-0.31787938,-0.31994033,-0.7086797,-0.22407237,-0.44058016,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.35422808,-0.3800869,-0.6642235,-0.09656152,0.15497503,-0.059848614,-0.34702373,0.73661226
2020-01-30 05:00:00+00:00,1.77,1.84,1.74,320,1.8,117624,1.770511,2020,1,30,5,1.77,1.84,1.74,320,1.8,117624,1.770511,2020,1,30,5,20.99,21.74,20.8,18170,21.05,3480480,21.14162,2020,1,30,5,115.54,116.83,114.74,28937,116.48,4392208,115.569775,2020,1,30,5,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,-0.672654,-0.2874254,-0.052798312,-0.3281172,0.46587017,0.39107373,0.37347534,-0.37364483,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,-0.06199456,-0.16311847,0.3408207,0.72168875,-0.016086034,-0.47647747,0.30865654,-0.38997474,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,0.24075001,-0.7576607,0.7883606,-0.3930181,-0.29461223,-0.7397802,-0.25285795,-0.3938454,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,0.4277008,-0.3557695,-0.670913,-0.12773992,0.080307,-0.12044007,-0.39181364,0.74100685
