timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,CVNA_close,CVNA_high,CVNA_low,CVNA_trade_count,CVNA_open,CVNA_volume,CVNA_vwap,CVNA_year,CVNA_month,CVNA_day,CVNA_hour,F_close,F_high,F_low,F_trade_count,F_open,F_volume,F_vwap,F_year,F_month,F_day,F_hour,XLE_close,XLE_high,XLE_low,XLE_trade_count,XLE_open,XLE_volume,XLE_vwap,XLE_year,XLE_month,XLE_day,XLE_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_embedding_0,time_embedding_1,time_embedding_2,time_embedding_3,time_embedding_4,time_embedding_5,time_embedding_6,time_embedding_7,CVNA_hour_sin,CVNA_hour_cos,CVNA_day_sin,CVNA_day_cos,CVNA_month_sin,CVNA_month_cos,CVNA_time_embedding_0,CVNA_time_embedding_1,CVNA_time_embedding_2,CVNA_time_embedding_3,CVNA_time_embedding_4,CVNA_time_embedding_5,CVNA_time_embedding_6,CVNA_time_embedding_7,F_hour_sin,F_hour_cos,F_day_sin,F_day_cos,F_month_sin,F_month_cos,F_time_embedding_0,F_time_embedding_1,F_time_embedding_2,F_time_embedding_3,F_time_embedding_4,F_time_embedding_5,F_time_embedding_6,F_time_embedding_7,XLE_hour_sin,XLE_hour_cos,XLE_day_sin,XLE_day_cos,XLE_month_sin,XLE_month_cos,XLE_time_embedding_0,XLE_time_embedding_1,XLE_time_embedding_2,XLE_time_embedding_3,XLE_time_embedding_4,XLE_time_embedding_5,XLE_time_embedding_6,XLE_time_embedding_7
2020-01-16 05:00:00+00:00,87.21,88.0773,86.235,9362,87.44,2638716,87.055542,2020,1,16,5,87.21,88.0773,86.235,9362,87.44,2638716,87.055542,2020,1,16,5,9.17,9.28,9.15,71593,9.23,49530733,9.194619,2020,1,16,5,59.5,59.95,59.465,43660,59.75,8334598,59.664515,2020,1,16,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.12815972,0.5328895,-0.58605677,-0.77347195,0.86584574,0.16672549,0.6829528,-0.17421709,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.07052202,0.18694164,-0.49644682,0.007971448,-0.45187157,-0.49230632,-0.23134685,-0.06661961,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.3220817,0.7409376,0.49524438,0.7052158,0.48905998,-0.38367242,0.40653697,0.19995098,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.49067718,0.5369553,-0.33621424,0.3181574,-0.4069098,0.08943614,0.7520989,0.33157074
2020-01-17 05:00:00+00:00,84.0,87.91,84.0,12731,87.69,1430018,84.993783,2020,1,17,5,84.0,87.91,84.0,12731,87.69,1430018,84.993783,2020,1,17,5,9.16,9.23,9.13,73349,9.19,44408278,9.171239,2020,1,17,5,59.06,59.69,59.015,56757,59.66,12627262,59.199995,2020,1,17,5,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.13034895,0.46198568,-0.52540153,-0.76880085,0.8821771,0.15937068,0.6814056,-0.16965131,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.06928396,0.12640458,-0.53297865,-0.002580707,-0.5146183,-0.53915024,-0.283533,-0.10548516,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.3427487,0.7408107,0.45329496,0.7168466,0.48401833,-0.41970754,0.40899035,0.1493828,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.53363365,0.47727472,-0.37036496,0.36759314,-0.36629465,0.10352365,0.79294276,0.33564335
2020-01-21 05:00:00+00:00,83.53,84.12,81.88,13697,83.5,3126055,83.473724,2020,1,21,5,83.53,84.12,81.88,13697,83.5,3126055,83.473724,2020,1,21,5,9.21,9.22,9.1,79135,9.15,56486757,9.172045,2020,1,21,5,58.06,58.8,57.96,89630,58.79,17868104,58.330949,2020,1,21,5,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.10959121,0.11524758,-0.22866963,-0.6463203,0.874244,0.17960119,0.56710213,-0.16521099,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.03701817,-0.03678347,-0.66967905,-0.14206564,-0.7075073,-0.67081255,-0.2999119,-0.20892896,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.27525413,0.7051585,0.28287035,0.72444385,0.3613289,-0.47011086,0.35946372,0.1377772,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.5846138,0.15821011,-0.46712962,0.60525185,-0.15283322,0.18073447,0.87222224,0.22556262
2020-01-22 05:00:00+00:00,83.72,85.32,82.63,13481,83.91,1197919,84.084922,2020,1,22,5,83.72,85.32,82.63,13481,83.91,1197919,84.084922,2020,1,22,5,9.16,9.25,9.15,69347,9.22,44313852,9.18811,2020,1,22,5,57.47,57.9887,57.34,77114,57.95,14953534,57.579614,2020,1,22,5,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,-0.09806607,0.033655398,-0.15837167,-0.59070784,0.85357374,0.1959682,0.5135259,-0.16778876,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,-0.023769569,-0.048831854,-0.69481933,-0.19355713,-0.7341098,-0.6853085,-0.2554062,-0.21674623,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,-0.22319862,0.68868506,0.24938522,0.7163813,0.30948836,-0.4576202,0.3343696,0.18327795,0.9659258262890683,0.25881904510252074,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,-0.56627107,0.07614447,-0.47711906,0.659547,-0.097914815,0.201199,0.8723513,0.17087166
2020-01-23 05:00:00+00:00,82.94,83.7,81.8,7424,83.21,670711,82.936838,2020,1,23,5,82.94,83.7,81.8,7424,83.21,670711,82.936838,2020,1,23,5,9.14,9.16,8.93,78218,9.14,90327599,9.085311,2020,1,23,5,57.28,57.455,56.46,86262,56.9,13419215,57.021513,2020,1,23,5,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.084793776,-0.037367553,-0.09700839,-0.52730364,0.82457405,0.2157172,0.452359,-0.17171901,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.009419436,-0.047617633,-0.71460795,-0.24741098,-0.7511276,-0.69170624,-0.19303873,-0.21634297,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.15980446,0.67009294,0.22306935,0.7045807,0.2524457,-0.4353278,0.3057562,0.24492967,0.9659258262890683,0.25881904510252074,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,-0.5356898,0.0013111528,-0.48050985,0.706987,-0.047326047,0.22043686,0.8649304,0.10880794
2020-01-24 05:00:00+00:00,83.11,84.04,81.78,10385,83.39,671996,82.804034,2020,1,24,5,83.11,84.04,81.78,10385,83.39,671996,82.804034,2020,1,24,5,9.0,9.12,8.96,92548,9.11,80079718,9.007656,2020,1,24,5,56.62,57.2789,56.18,84747,57.02,20702247,56.556876,2020,1,24,5,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,-0.070314646,-0.09456001,-0.047586,-0.45853785,0.7870342,0.23799355,0.3859185,-0.17683823,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.0054423986,-0.033188507,-0.7286295,-0.3011985,-0.75860244,-0.6899413,-0.11493739,-0.20773335,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,-0.0875803,0.65006053,0.20517667,0.6893595,0.19257213,-0.4038238,0.27473933,0.31932238,0.9659258262890683,0.25881904510252074,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,-0.4933647,-0.06273573,-0.47720402,0.74628234,-0.0033266484,0.23767251,0.8496921,0.042002987
2020-01-27 05:00:00+00:00,84.7,85.15,80.11,12789,80.11,1588518,84.122411,2020,1,27,5,84.7,85.15,80.11,12789,80.11,1588518,84.122411,2020,1,27,5,8.89,8.96,8.78,94223,8.88,66709265,8.893859,2020,1,27,5,55.05,55.7,54.98,116312,55.48,22290234,55.204764,2020,1,27,5,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,-0.025675694,-0.16355018,0.009838259,-0.25306815,0.6306369,0.3101845,0.1854709,-0.19701351,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,0.047030244,0.080938965,-0.7343505,-0.44001284,-0.7239764,-0.6363595,0.17677549,-0.13723528,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,0.14860044,0.5896275,0.20828435,0.62845,0.022584612,-0.2654261,0.18022011,0.57323,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,0.49999999999999994,0.8660254037844387,-0.3086951,-0.16595466,-0.42906645,0.8111861,0.072176315,0.27113718,0.75364053,-0.15662864
2020-01-28 05:00:00+00:00,84.94,85.65,83.43,12464,85.38,1240770,84.69444,2020,1,28,5,84.94,85.65,83.43,12464,85.38,1240770,84.69444,2020,1,28,5,8.97,9.0,8.86,114197,8.94,95170937,8.948481,2020,1,28,5,55.3,55.64,55.08,78738,55.36,14506307,55.384816,2020,1,28,5,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.012440956,-0.14962037,-0.0040404685,-0.19667947,0.57036203,0.33268732,0.1291763,-0.2044172,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.057994664,0.1370985,-0.7240564,-0.47294414,-0.6933249,-0.60336584,0.27690187,-0.10183882,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.22160599,0.5723757,0.22808573,0.6055429,-0.02231975,-0.21043746,0.15270893,0.65195423,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.2354133,-0.16642429,-0.40197915,0.8153699,0.07508631,0.2747806,0.7051867,-0.21241994
2020-01-29 05:00:00+00:00,81.75,86.4,81.62,14414,85.5,1309689,83.271076,2020,1,29,5,81.75,86.4,81.62,14414,85.5,1309689,83.271076,2020,1,29,5,8.86,8.955,8.84,75509,8.85,61985448,8.884086,2020,1,29,5,54.72,55.81,54.65,70701,55.61,14490851,54.983544,2020,1,29,5,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,-0.00097557885,-0.117477365,-0.034048025,-0.15157455,0.5109213,0.35285887,0.083019145,-0.2116602,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.06670574,0.19835599,-0.70783263,-0.49725664,-0.6533835,-0.5639427,0.37003314,-0.06267487,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.28618994,0.5580117,0.25607198,0.58287126,-0.057811815,-0.15473896,0.12927915,0.7210882,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,0.49999999999999994,0.8660254037844387,-0.16145183,-0.14939906,-0.37078345,0.81101924,0.066299975,0.27431583,0.65023875,-0.25893205
2020-01-30 05:00:00+00:00,79.88,80.86,78.59,23380,80.55,2537633,79.59481,2020,1,30,5,79.88,80.86,78.59,23380,80.55,2537633,79.59481,2020,1,30,5,8.84,8.84,8.73,78235,8.81,45286247,8.78024,2020,1,30,5,55.16,55.215,54.01,114504,54.15,24679192,54.550653,2020,1,30,5,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,0.008249056,-0.06825783,-0.07889318,-0.12000865,0.45573393,0.36992362,0.04916137,-0.21844696,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,0.072810106,0.26184094,-0.685973,-0.51232386,-0.60488343,-0.5193323,0.45208934,-0.021377843,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,0.33987084,0.5472485,0.29090786,0.5614551,-0.08243288,-0.100816354,0.11094989,0.7784438,0.9659258262890683,0.25881904510252074,-0.20129852008866114,0.9795299412524943,0.49999999999999994,0.8660254037844387,-0.09034118,-0.11544859,-0.3366615,0.7980526,0.04615806,0.26976022,0.59098685,-0.2944821
2020-01-31 05:00:00+00:00,79.25,80.05,76.8,17675,80.05,1647713,78.188234,2020,1,31,5,79.25,80.05,76.8,17675,80.05,1647713,78.188234,2020,1,31,5,8.82,8.84,8.74,79140,8.78,69863052,8.801493,2020,1,31,5,53.44,54.38,53.16,132928,54.23,34283038,53.545835,2020,1,31,5,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.014854734,-0.0038934252,-0.13653545,-0.103501506,0.40807942,0.38324663,0.029122526,-0.22450206,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.07606102,0.32461724,-0.6589773,-0.51780117,-0.54917014,-0.47119018,0.52018404,0.020300126,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.38087383,0.54062945,0.3309269,0.5423004,-0.09521406,-0.051100407,0.098515004,0.8232079,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.025484947,-0.06579545,-0.30098084,0.77628744,0.015459876,0.2612847,0.5302804,-0.3179131
