timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,CVNA_close,CVNA_high,CVNA_low,CVNA_trade_count,CVNA_open,CVNA_volume,CVNA_vwap,CVNA_year,CVNA_month,CVNA_day,CVNA_hour,F_close,F_high,F_low,F_trade_count,F_open,F_volume,F_vwap,F_year,F_month,F_day,F_hour,XLE_close,XLE_high,XLE_low,XLE_trade_count,XLE_open,XLE_volume,XLE_vwap,XLE_year,XLE_month,XLE_day,XLE_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_embedding_0,time_embedding_1,time_embedding_2,time_embedding_3,time_embedding_4,time_embedding_5,time_embedding_6,time_embedding_7,CVNA_hour_sin,CVNA_hour_cos,CVNA_day_sin,CVNA_day_cos,CVNA_month_sin,CVNA_month_cos,CVNA_time_embedding_0,CVNA_time_embedding_1,CVNA_time_embedding_2,CVNA_time_embedding_3,CVNA_time_embedding_4,CVNA_time_embedding_5,CVNA_time_embedding_6,CVNA_time_embedding_7,F_hour_sin,F_hour_cos,F_day_sin,F_day_cos,F_month_sin,F_month_cos,F_time_embedding_0,F_time_embedding_1,F_time_embedding_2,F_time_embedding_3,F_time_embedding_4,F_time_embedding_5,F_time_embedding_6,F_time_embedding_7,XLE_hour_sin,XLE_hour_cos,XLE_day_sin,XLE_day_cos,XLE_month_sin,XLE_month_cos,XLE_time_embedding_0,XLE_time_embedding_1,XLE_time_embedding_2,XLE_time_embedding_3,XLE_time_embedding_4,XLE_time_embedding_5,XLE_time_embedding_6,XLE_time_embedding_7
2020-01-02 05:00:00+00:00,96.95,96.98,92.51,13899,93.21,1252502,95.310276,2020,1,2,5,96.95,96.98,92.51,13899,93.21,1252502,95.310276,2020,1,2,5,9.42,9.42,9.19,75293,9.29,46160375,9.303492,2020,1,2,5,60.58,60.67,60.23,51068,60.44,12238079,60.462601,2020,1,2,5,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.019246954,0.15815805,-0.2784766,-0.118009984,0.34612706,0.39690414,0.033330943,-0.23347901,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.07359852,0.43729308,-0.59290636,-0.49972615,-0.42476863,-0.37260997,0.6087953,0.097770356,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.4208152,0.54094577,0.41878965,0.5143585,-0.08377802,0.02717675,0.09319324,0.8768349,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.073980466,0.07193001,-0.23097561,0.70613605,-0.07211446,0.23400095,0.41762206,-0.3260512
2020-01-03 05:00:00+00:00,92.75,97.13,92.335,12730,95.62,1033585,94.005931,2020,1,3,5,92.75,97.13,92.335,12730,95.62,1033585,94.005931,2020,1,3,5,9.21,9.37,9.15,72536,9.31,49917474,9.218402,2020,1,3,5,60.4,61.31,60.1,78999,61.12,35456379,60.476236,2020,1,3,5,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.016854249,0.24785365,-0.35556424,-0.14834821,0.33548197,0.39676055,0.057398226,-0.2360406,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.06798436,0.4828395,-0.5562126,-0.47657606,-0.36173752,-0.32677105,0.62852526,0.1303214,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.4188692,0.547865,0.4626182,0.50696844,-0.059996158,0.05238787,0.10053478,0.8877344,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.10434192,0.15370901,-0.19970967,0.6585476,-0.12518357,0.21625091,0.3721432,-0.31053284
2020-01-06 05:00:00+00:00,92.34,93.13,90.88,10104,91.44,884951,91.909994,2020,1,6,5,92.34,93.13,90.88,10104,91.44,884951,91.909994,2020,1,6,5,9.16,9.17,9.06,67712,9.1,50948764,9.134197,2020,1,6,5,60.86,61.18,60.4,67683,60.61,22888808,60.78443,2020,1,6,5,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,-0.0071588145,0.49836177,-0.5666958,-0.31209284,0.38968834,0.36898774,0.20288356,-0.23497184,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.03662865,0.5607363,-0.45041117,-0.35890678,-0.20659816,-0.22895312,0.5897961,0.18845305,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.32685584,0.59090734,0.5725348,0.5148233,0.07093414,0.061428063,0.15800571,0.86306435,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.10560987,0.40261015,-0.1367864,0.48350787,-0.29287076,0.1552172,0.30840284,-0.19230983
2020-01-07 05:00:00+00:00,90.91,93.02,90.77,8837,93.02,758775,91.638647,2020,1,7,5,90.91,93.02,90.77,8837,93.02,758775,91.638647,2020,1,7,5,9.25,9.25,9.12,69797,9.2,48038070,9.196652,2020,1,7,5,60.71,60.77,60.0,54539,60.7,11643071,60.410481,2020,1,7,5,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,-0.019679885,0.563439,-0.6206796,-0.38151908,0.43293875,0.35171452,0.26811275,-0.23174514,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.02276017,0.56524044,-0.4222461,-0.30799952,-0.17512277,-0.21496496,0.54412913,0.1921967,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.27009225,0.6103196,0.59772897,0.52700484,0.12817818,0.04184692,0.18620466,0.83405,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.07604161,0.47376058,-0.12921791,0.42298406,-0.34341145,0.13506417,0.31542975,-0.13356116
2020-01-08 05:00:00+00:00,89.13,91.1577,88.44,17382,90.75,1538082,89.493316,2020,1,8,5,89.13,91.1577,88.44,17382,90.75,1538082,89.493316,2020,1,8,5,9.25,9.3,9.17,73172,9.23,48472750,9.235318,2020,1,8,5,59.71,60.72,59.63,81726,60.65,19557931,59.920136,2020,1,8,5,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,-0.03367221,0.6155276,-0.6635958,-0.45255962,0.4850862,0.33137786,0.33663905,-0.22725123,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.008079605,0.558732,-0.40018848,-0.25439456,-0.15687948,-0.21183203,0.48244506,0.18764575,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.20301253,0.6308149,0.61586463,0.54313725,0.1881514,0.011893059,0.21702729,0.79298836,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.032876898,0.53407407,-0.12916973,0.3665508,-0.38772643,0.1164236,0.33661488,-0.06872331
2020-01-09 05:00:00+00:00,86.57,89.77,85.49,17916,89.37,1541591,86.784069,2020,1,9,5,86.57,89.77,85.49,17916,89.37,1541591,86.784069,2020,1,9,5,9.26,9.31,9.18,68597,9.3,62635122,9.243771,2020,1,9,5,60.15,60.205,58.98,67541,59.68,15513256,59.686374,2020,1,9,5,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.048558995,0.653807,-0.6948527,-0.52164453,0.54301524,0.30876112,0.40510446,-0.22167037,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.006809301,0.5413071,-0.38537928,-0.20041312,-0.15275314,-0.21970591,0.4059606,0.17496532,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.1282815,0.65147734,0.6265456,0.56242,0.24813066,-0.027200496,0.24914102,0.73932683,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.022117883,0.5819095,-0.13664393,0.31728226,-0.42424622,0.100078784,0.37075946,-0.0006322518
2020-01-10 05:00:00+00:00,87.61,88.21,85.76,14002,86.81,2322249,87.450017,2020,1,10,5,87.61,88.21,85.76,14002,86.81,2322249,87.450017,2020,1,10,5,9.25,9.36,9.25,64859,9.27,43183184,9.288116,2020,1,10,5,59.81,60.17,59.74,41237,60.12,9322401,59.929208,2020,1,10,5,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.0637265,0.6780916,-0.71432906,-0.5856083,0.6033301,0.2847631,0.47032365,-0.21522738,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.021293893,0.51326394,-0.37858778,-0.14848225,-0.1629416,-0.23820513,0.31703818,0.1546225,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,0.04917947,0.67143434,0.62956834,0.5839183,0.30546498,-0.07376474,0.28117755,0.6735099,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.08653223,0.6164161,-0.15131149,0.27786648,-0.45182246,0.0867174,0.4159032,0.06763284
2020-01-13 05:00:00+00:00,92.87,93.85,87.61,17707,88.57,3134297,92.407076,2020,1,13,5,92.87,93.85,87.61,17707,88.57,3134297,92.407076,2020,1,13,5,9.24,9.26,9.11,71555,9.25,50337353,9.199847,2020,1,13,5,59.83,60.015,59.41,45173,59.72,8913334,59.743027,2020,1,13,5,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.10477748,0.66786265,-0.70272845,-0.7258108,0.7672013,0.21443573,0.62216765,-0.19345227,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.056601893,0.3734793,-0.40767866,-0.027486132,-0.271093,-0.3460538,0.016412802,0.056760754,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.17753223,0.7198099,0.59285873,0.65162903,0.43966144,-0.2364857,0.36404538,0.4275061,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.30468795,0.63801676,-0.23055594,0.23654926,-0.47480935,0.06938586,0.5889046,0.24385835
2020-01-14 05:00:00+00:00,86.02,92.19,84.06,36856,92.14,4562666,86.122715,2020,1,14,5,86.02,92.19,84.06,36856,92.14,4562666,86.122715,2020,1,14,5,9.29,9.33,9.21,72655,9.22,48005854,9.277902,2020,1,14,5,59.84,59.91,59.31,44417,59.7,17445510,59.653119,2020,1,14,5,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.11511295,0.63668036,-0.6754426,-0.75210375,0.80855143,0.19486909,0.65326905,-0.18636939,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.06405028,0.31336045,-0.4321825,-0.0047431933,-0.32694155,-0.39351013,-0.078261465,0.016264496,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.23814502,0.73030627,0.566213,0.67208606,0.4666324,-0.29031017,0.383683,0.3431335,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.3742427,0.6178767,-0.26478827,0.25083628,-0.46194002,0.0720015,0.648257,0.2849867
2020-01-15 05:00:00+00:00,86.77,86.85,83.41,16389,85.76,1578772,85.485077,2020,1,15,5,86.77,86.85,83.41,16389,85.76,1578772,85.485077,2020,1,15,5,9.19,9.3,9.18,82776,9.27,64969685,9.219469,2020,1,15,5,59.4,59.76,59.225,45585,59.58,11212524,59.416093,2020,1,15,5,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.12301259,0.5915373,-0.6364176,-0.76793456,0.84143776,0.17873217,0.67356944,-0.17986797,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.068753675,0.25024056,-0.4622826,0.0072406568,-0.38825718,-0.4430364,-0.16206782,-0.025454812,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.28687313,0.7374082,0.53333443,0.69014657,0.48322392,-0.34002173,0.39800817,0.26576817,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.4370078,0.5840943,-0.30052322,0.278527,-0.43910843,0.0787796,0.7033938,0.31452578
