timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,CELH_close,CELH_high,CELH_low,CELH_trade_count,CELH_open,CELH_volume,CELH_vwap,CELH_year,CELH_month,CELH_day,CELH_hour,KO_close,KO_high,KO_low,KO_trade_count,KO_open,KO_volume,KO_vwap,KO_year,KO_month,KO_day,KO_hour,SPY_close,SPY_high,SPY_low,SPY_trade_count,SPY_open,SPY_volume,SPY_vwap,SPY_year,SPY_month,SPY_day,SPY_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_embedding_0,time_embedding_1,time_embedding_2,time_embedding_3,time_embedding_4,time_embedding_5,time_embedding_6,time_embedding_7,CELH_hour_sin,CELH_hour_cos,CELH_day_sin,CELH_day_cos,CELH_month_sin,CELH_month_cos,CELH_time_embedding_0,CELH_time_embedding_1,CELH_time_embedding_2,CELH_time_embedding_3,CELH_time_embedding_4,CELH_time_embedding_5,CELH_time_embedding_6,CELH_time_embedding_7,KO_hour_sin,KO_hour_cos,KO_day_sin,KO_day_cos,KO_month_sin,KO_month_cos,KO_time_embedding_0,KO_time_embedding_1,KO_time_embedding_2,KO_time_embedding_3,KO_time_embedding_4,KO_time_embedding_5,KO_time_embedding_6,KO_time_embedding_7,SPY_hour_sin,SPY_hour_cos,SPY_day_sin,SPY_day_cos,SPY_month_sin,SPY_month_cos,SPY_time_embedding_0,SPY_time_embedding_1,SPY_time_embedding_2,SPY_time_embedding_3,SPY_time_embedding_4,SPY_time_embedding_5,SPY_time_embedding_6,SPY_time_embedding_7
2020-01-02 05:00:00+00:00,4.75,4.87,4.71,1605,4.83,286771,4.76259,2020,1,2,5,4.75,4.87,4.71,1605,4.83,286771,4.76259,2020,1,2,5,54.99,55.43,54.76,57649,55.32,13777083,55.029926,2020,1,2,5,324.87,324.89,322.53,304886,323.54,60187033,323.680084,2020,1,2,5,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,-0.44829738,0.52495927,-0.2522263,0.6571028,0.46727493,-0.6523617,0.14467886,0.09884012,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.5768281,0.6201627,-0.54769146,0.32581028,0.32702437,0.13324092,-0.17892799,-0.08131801,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.29990134,-0.01773318,0.38240752,0.03226742,0.6996868,-0.16398695,0.18502825,0.39354482,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,-0.2825465,-0.21715134,0.5346897,-0.8030609,0.887069,-0.44799098,0.07135319,-0.6768009
2020-01-03 05:00:00+00:00,4.65,4.7,4.53,1801,4.7,299645,4.613679,2020,1,3,5,4.65,4.7,4.53,1801,4.7,299645,4.613679,2020,1,3,5,54.69,54.99,54.09,52928,54.32,13848262,54.706767,2020,1,3,5,322.43,323.64,321.1,358026,321.16,80319689,322.732865,2020,1,3,5,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.45740575,0.5021581,-0.30288726,0.67066413,0.43262017,-0.67924446,0.09025263,0.059790663,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.6053237,0.64088917,-0.5314956,0.34256634,0.36854395,0.13632685,-0.22881877,-0.083827175,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.3022472,-0.06387133,0.42166328,0.033651643,0.656026,-0.15976931,0.17086805,0.3798325,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,-0.33610266,-0.26443988,0.565935,-0.80074644,0.8619645,-0.49125406,0.01663927,-0.687348
2020-01-06 05:00:00+00:00,4.52,4.66,4.49,1575,4.58,282035,4.566914,2020,1,6,5,4.52,4.66,4.49,1575,4.58,282035,4.566914,2020,1,6,5,54.67,54.905,54.52,57245,54.65,17884730,54.666321,2020,1,6,5,323.73,323.73,320.36,255769,320.49,56672077,322.602237,2020,1,6,5,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,-0.42090398,0.45328724,-0.47435594,0.6180534,0.43777344,-0.69567543,-0.047572345,0.023664322,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.6146408,0.688494,-0.41535053,0.3254455,0.5074298,0.19742568,-0.3854734,0.0159211,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.2317237,-0.17453405,0.48216575,0.10944485,0.5225019,-0.06113214,0.085924834,0.24787553,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,-0.44915575,-0.3030104,0.5516107,-0.78695947,0.7768981,-0.5971501,-0.06833493,-0.66283345
2020-01-07 05:00:00+00:00,4.255,4.5,4.11,6769,4.5,1197562,4.26625,2020,1,7,5,4.255,4.5,4.11,6769,4.5,1197562,4.26625,2020,1,7,5,54.25,54.6,54.15,53892,54.45,12324851,54.283582,2020,1,7,5,322.74,323.54,322.24,226060,323.02,43646563,322.918261,2020,1,7,5,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,-0.3884853,0.44615462,-0.52892786,0.5690679,0.47545826,-0.6797175,-0.07838957,0.04037156,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.59229285,0.697787,-0.3574679,0.29783326,0.55139226,0.2319799,-0.43239605,0.08036931,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.18485424,-0.19721572,0.481519,0.1548625,0.48489705,-0.0037759452,0.047186475,0.17798771,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,-0.46701926,-0.28030103,0.5108208,-0.780619,0.75045455,-0.6205544,-0.066377856,-0.6361753
2020-01-08 05:00:00+00:00,4.39,4.45,4.26,3363,4.27,362798,4.372018,2020,1,8,5,4.39,4.45,4.26,3363,4.27,362798,4.372018,2020,1,8,5,54.35,54.64,54.15,49533,54.27,14163579,54.379639,2020,1,8,5,324.42,325.78,322.67,340005,322.94,69691471,324.553163,2020,1,8,5,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,-0.34725004,0.44439086,-0.5782455,0.5047028,0.5276797,-0.6530693,-0.0992396,0.07077598,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.55741596,0.70326686,-0.29303405,0.26042062,0.5910997,0.27123415,-0.47345454,0.15607654,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.12876663,-0.21111967,0.47028527,0.2072446,0.45446452,0.06219858,0.005738957,0.09913644,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,-0.47397837,-0.2403972,0.45231682,-0.7737738,0.7278398,-0.63683414,-0.048898086,-0.6007726
2020-01-09 05:00:00+00:00,4.69,4.74,4.3737,2440,4.45,433911,4.602434,2020,1,9,5,4.69,4.74,4.3737,2440,4.45,433911,4.602434,2020,1,9,5,55.34,55.395,54.839,76797,54.98,17479979,55.213511,2020,1,9,5,326.59,326.73,325.52,242163,326.16,49479650,326.254403,2020,1,9,5,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.29858235,0.4480841,-0.62061495,0.4262894,0.5905935,-0.6159427,-0.109313905,0.11353255,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.5105133,0.70479405,-0.22471325,0.2145052,0.6251989,0.31338713,-0.5072714,0.23924005,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.06573193,-0.21575096,0.44871688,0.26412025,0.43295702,0.13376905,-0.036658343,0.014822,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.46988198,-0.18448138,0.37712878,-0.7666935,0.7105998,-0.64566463,-0.016576782,-0.5573999
2020-01-10 05:00:00+00:00,4.62,4.89,4.56,1806,4.7,252645,4.705174,2020,1,10,5,4.62,4.89,4.56,1806,4.7,252645,4.705174,2020,1,10,5,55.53,55.93,55.45,59909,55.48,16305784,55.616888,2020,1,10,5,325.64,327.46,325.2,235978,327.2899,53842362,326.379233,2020,1,10,5,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.24430433,0.45705006,-0.6548764,0.33635977,0.659504,-0.5689262,-0.108231574,0.16667089,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,0.4526257,0.70233107,-0.15556757,0.16182485,0.65271884,0.35653457,-0.5328634,0.3255366,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.0015204245,-0.21094786,0.41734922,0.3228073,0.4216162,0.20755665,-0.078196615,-0.070971645,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.45481822,-0.114506416,0.2874106,-0.75966907,0.6999423,-0.646893,0.029265098,-0.50730985
2020-01-13 05:00:00+00:00,4.81,4.87,4.56,1821,4.62,349353,4.750084,2020,1,13,5,4.81,4.87,4.56,1821,4.62,349353,4.750084,2020,1,13,5,56.13,56.23,55.42,59655,55.53,16939856,56.038297,2020,1,13,5,327.92,327.96,325.92,217436,326.39,51115039,327.328395,2020,1,13,5,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.07121981,0.5100016,-0.7037745,0.039541885,0.85318244,-0.38338998,-0.0405691,0.36091617,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,0.2343149,0.6721402,0.025240852,-0.013914032,0.6907876,0.47380257,-0.55524,0.5608081,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.19814059,-0.143284,0.27544078,0.4838112,0.45201245,0.4087717,-0.180874,-0.29770136,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.34893674,0.14736722,-0.028466953,-0.7418823,0.7124124,-0.6054313,0.22485738,-0.33678272
2020-01-14 05:00:00+00:00,4.81,4.868,4.74,1451,4.8,199064,4.786528,2020,1,14,5,4.81,4.868,4.74,1451,4.8,199064,4.786528,2020,1,14,5,56.0,56.292,55.83,64103,56.24,19688497,55.985964,2020,1,14,5,327.42,328.62,326.844,331316,327.47,64327107,327.566086,2020,1,14,5,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.018664379,0.5334856,-0.7015845,-0.051592905,0.9006247,-0.31488395,0.00048221086,0.42676714,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.15709402,0.6554216,0.06744406,-0.069810264,0.6879989,0.5037712,-0.54404616,0.62036234,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.25234625,-0.105785556,0.21800072,0.5253367,0.4816647,0.4599138,-0.20318687,-0.35233447,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.29699355,0.23795941,-0.13166778,-0.7379428,0.7303972,-0.57749546,0.29899278,-0.2817042
2020-01-15 05:00:00+00:00,4.83,4.89,4.775,1629,4.85,211315,4.819028,2020,1,15,5,4.83,4.89,4.775,1629,4.85,211315,4.819028,2020,1,15,5,56.7,56.98,56.0,62491,56.0,19990957,56.683644,2020,1,15,5,328.16,329.02,327.26,293443,327.35,73150949,328.234914,2020,1,15,5,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,0.027271153,0.5581525,-0.6901221,-0.13095136,0.9365846,-0.24829835,0.048240207,0.4881064,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,0.08377415,0.6361735,0.09724764,-0.12019046,0.67744434,0.5273383,-0.52374417,0.6673695,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.29701492,-0.06305401,0.1593364,0.5583405,0.5186748,0.49999171,-0.21791433,-0.3929835,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.23963238,0.32285583,-0.2249571,-0.7353474,0.7535795,-0.543532,0.37173247,-0.2320473
2020-01-16 05:00:00+00:00,5.05,5.07,4.73,2952,4.77,646370,4.94932,2020,1,16,5,5.05,5.07,4.73,2952,4.77,646370,4.94932,2020,1,16,5,56.82,56.95,56.605,45658,56.85,13082706,56.780175,2020,1,16,5,330.86,330.92,329.45,230358,329.7,56695908,330.209013,2020,1,16,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.06461398,0.5829097,-0.6694495,-0.19506375,0.9616499,-0.18696539,0.100623414,0.54252195,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.017912384,0.615083,0.11349301,-0.1629562,0.6592593,0.5438311,-0.4947958,0.7013177,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.33060125,-0.016870055,0.10207507,0.58202475,0.5609319,0.5280564,-0.22452368,-0.41861412,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,-0.1792344,0.39835843,-0.304231,-0.73421985,0.7803812,-0.5046118,0.43977416,-0.19027121
