timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,UPST_close,UPST_high,UPST_low,UPST_trade_count,UPST_open,UPST_volume,UPST_vwap,UPST_year,UPST_month,UPST_day,UPST_hour,JPM_close,JPM_high,JPM_low,JPM_trade_count,JPM_open,JPM_volume,JPM_vwap,JPM_year,JPM_month,JPM_day,JPM_hour,KRE_close,KRE_high,KRE_low,KRE_trade_count,KRE_open,KRE_volume,KRE_vwap,KRE_year,KRE_month,KRE_day,KRE_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_embedding_0,time_embedding_1,time_embedding_2,time_embedding_3,time_embedding_4,time_embedding_5,time_embedding_6,time_embedding_7,UPST_hour_sin,UPST_hour_cos,UPST_day_sin,UPST_day_cos,UPST_month_sin,UPST_month_cos,UPST_time_embedding_0,UPST_time_embedding_1,UPST_time_embedding_2,UPST_time_embedding_3,UPST_time_embedding_4,UPST_time_embedding_5,UPST_time_embedding_6,UPST_time_embedding_7,JPM_hour_sin,JPM_hour_cos,JPM_day_sin,JPM_day_cos,JPM_month_sin,JPM_month_cos,JPM_time_embedding_0,JPM_time_embedding_1,JPM_time_embedding_2,JPM_time_embedding_3,JPM_time_embedding_4,JPM_time_embedding_5,JPM_time_embedding_6,JPM_time_embedding_7,KRE_hour_sin,KRE_hour_cos,KRE_day_sin,KRE_day_cos,KRE_month_sin,KRE_month_cos,KRE_time_embedding_0,KRE_time_embedding_1,KRE_time_embedding_2,KRE_time_embedding_3,KRE_time_embedding_4,KRE_time_embedding_5,KRE_time_embedding_6,KRE_time_embedding_7
2020-01-02 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,141.09,141.1,139.265,79032,139.79,12203026,140.496859,2020,1,2,5,58.41,58.47,57.77,23803,58.46,3852502,58.115186,2020,1,2,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.34930965,-0.2737295,-0.14954667,0.11377718,0.56021076,0.20042647,-0.3765462,0.2339082,0.9659258262890683,0.25881904510252074,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.2592068,-0.28690785,-0.026916085,0.14794186,-0.32428345,-0.4038662,0.16407591,0.3604169
2020-01-03 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,138.34,139.23,137.08,76922,137.5,11472673,138.39439,2020,1,3,5,57.78,58.005,57.255,33215,57.61,6445263,57.700253,2020,1,3,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.40282866,-0.2969569,-0.050090056,0.17003983,0.47787482,0.10794056,-0.37540412,0.29943112,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,0.23094155,-0.32616085,-0.0677811,0.15681382,-0.3469394,-0.4706694,0.16994642,0.38924894
2020-01-06 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,138.23,138.27,136.5,69886,136.56,11793787,137.712828,2020,1,6,5,57.28,57.44,56.775,27118,57.36,5823716,57.209448,2020,1,6,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.5329769,-0.2909634,0.23425904,0.32725048,0.22840868,-0.18374187,-0.3617377,0.49900353,0.9659258262890683,0.25881904510252074,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.08167705,-0.40631866,-0.2029479,0.25251487,-0.4085075,-0.6206125,0.2842018,0.36194536
2020-01-07 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,135.88,137.86,135.82,92926,137.28,11607159,136.433939,2020,1,7,5,56.92,57.21,56.66,22046,57.16,4737281,56.90682,2020,1,7,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.5613071,-0.26393855,0.30929226,0.36858964,0.1598319,-0.26971883,-0.35436258,0.5564185,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,0.49999999999999994,0.8660254037844387,0.0169624,-0.41751465,-0.24571505,0.30225345,-0.42420024,-0.6493181,0.34771934,0.31547135
2020-01-08 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,136.94,137.58,135.6,81004,135.7,10713620,136.869108,2020,1,8,5,57.34,57.59,56.9077,26372,56.92,5056557,57.34933,2020,1,8,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.58067125,-0.22547929,0.36905816,0.40166843,0.10522967,-0.34336096,-0.34602034,0.605472,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,-0.050796155,-0.4201772,-0.28430724,0.35712457,-0.43641302,-0.6665443,0.41858828,0.25173587
2020-01-09 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,137.44,138.23,137.04,77389,138.05,10526786,137.406878,2020,1,9,5,57.54,57.75,57.33,22581,57.63,6795354,57.508054,2020,1,9,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.59069115,-0.1769166,0.41186053,0.42545488,0.067360885,-0.4020909,-0.33704543,0.64486676,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,-0.118521355,-0.41423118,-0.31723103,0.41440967,-0.4447126,-0.67222875,0.4927871,0.17276473
2020-01-10 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,136.07,137.25,135.81,77389,137.21,11242067,136.351691,2020,1,10,5,56.93,57.52,56.8,28739,57.46,9338417,57.029183,2020,1,10,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,0.5911991,-0.12009594,0.4368045,0.43928397,0.048019323,-0.44433168,-0.32780194,0.6738983,0.9659258262890683,0.25881904510252074,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,-0.1831615,-0.3998457,-0.34328985,0.47136015,-0.44881216,-0.66636956,0.5662275,0.08165928
2020-01-13 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,137.2,137.2,135.755,79876,136.19,13981192,136.579795,2020,1,13,5,57.22,57.24,56.675,19528,57.02,3652958,57.010528,2020,1,13,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,0.5364023,0.074693,0.40211618,0.41881463,0.105505854,-0.46621856,-0.3022266,0.6969439,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,-0.33284092,-0.31173494,-0.37289664,0.6165633,-0.43525475,-0.5800168,0.74860346,-0.21945126
2020-01-14 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,138.8,140.76,137.69,160465,137.94,27155691,139.450441,2020,1,14,5,57.32,57.69,56.99,24102,57.18,4606621,57.381718,2020,1,14,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.50061715,0.13806401,0.3546519,0.39192855,0.16019987,-0.4382508,-0.29560676,0.6832208,0.9659258262890683,0.25881904510252074,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,-0.36185515,-0.2707559,-0.36554313,0.6507855,-0.42263538,-0.5294505,0.79005146,-0.31225476
2020-01-15 05:00:00+00:00,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,29.47,30.01,22.61,74406.0,26.0,14789373.0,26.139508,2020.0,12.0,16.0,5.0,136.72,138.6,136.15,102300,137.85,19436393,136.920529,2020,1,15,5,56.6,57.05,56.33,36599,56.84,10840874,56.659746,2020,1,15,5,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.8677794,0.045317158,0.03172942,-0.50307214,0.5498142,0.4340117,-0.48948696,0.19347185,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,-0.19832858,-0.8102675,0.28532115,0.5834605,-0.23853764,0.10042106,0.15135732,-0.50946355,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,0.45745173,0.19590719,0.29058865,0.35604185,0.22884923,-0.39308387,-0.29044348,0.6588088,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,-0.3786368,-0.22641109,-0.34973058,0.6763394,-0.4065926,-0.46970573,0.8208336,-0.39385092
