timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour
2020-01-01 00:00:00+00:00,322.35,322.43,322.33,186,322.36,21682,322.403744,2020,1,1,0
2020-01-02 09:00:00+00:00,323.83,323.86,323.52,101,323.52,28435,323.695435,2020,1,2,9
2020-01-02 10:00:00+00:00,323.91,323.98,323.82,65,323.82,15239,323.930439,2020,1,2,10
2020-01-02 11:00:00+00:00,323.63,323.94,323.63,78,323.94,17868,323.726873,2020,1,2,11
2020-01-02 12:00:00+00:00,323.85,323.85,323.61,393,323.61,64861,323.745818,2020,1,2,12
2020-01-02 13:00:00+00:00,324.03,324.08,322.83,1178,323.6899,366678,323.939236,2020,1,2,13
2020-01-02 14:00:00+00:00,323.87,324.05,323.41,37092,324.02,6901405,323.75806,2020,1,2,14
2020-01-02 15:00:00+00:00,323.25,323.9,322.61,49567,323.87,7134424,323.048931,2020,1,2,15
2020-01-02 16:00:00+00:00,323.05,323.36,322.53,37840,323.26,5304002,323.055151,2020,1,2,16
2020-01-02 17:00:00+00:00,323.36,323.46,322.92,28929,323.06,3607233,323.223868,2020,1,2,17
2020-01-02 18:00:00+00:00,323.165,323.37,322.96,25295,323.365,3734806,323.10393,2020,1,2,18
2020-01-02 19:00:00+00:00,323.78,323.87,323.13,42412,323.17,6801232,323.528718,2020,1,2,19
2020-01-02 20:00:00+00:00,324.84,324.85,323.72,75020,323.78,14899353,324.260175,2020,1,2,20
2020-01-02 21:00:00+00:00,325.11,325.12,324.1595,5426,324.83,10757714,324.835274,2020,1,2,21
2020-01-02 22:00:00+00:00,325.1,325.19,324.86,453,325.08,337585,324.923144,2020,1,2,22
2020-01-02 23:00:00+00:00,325.08,325.25,325.06,512,325.06,146165,325.162411,2020,1,2,23
2020-01-03 00:00:00+00:00,325.14,325.19,325.02,341,325.05,66999,325.118977,2020,1,3,0
2020-01-03 09:00:00+00:00,321.39,321.82,321.14,213,321.82,47842,321.497939,2020,1,3,9
2020-01-03 10:00:00+00:00,320.07,321.6,319.69,304,321.42,70859,320.53777,2020,1,3,10
2020-01-03 11:00:00+00:00,320.55,320.86,320.06,457,320.15,185727,320.587012,2020,1,3,11
2020-01-03 12:00:00+00:00,321.48,321.5,320.45,2088,320.53,808175,321.177284,2020,1,3,12
2020-01-03 13:00:00+00:00,321.8,322.75,320.5,2986,321.32,963654,321.887465,2020,1,3,13
2020-01-03 14:00:00+00:00,322.745,322.95,321.06,57599,321.77,10598442,322.276655,2020,1,3,14
2020-01-03 15:00:00+00:00,322.5,323.1,322.03,67784,322.74,10582433,322.565104,2020,1,3,15
2020-01-03 16:00:00+00:00,323.1378,323.23,322.12,34882,322.5,4903419,322.727091,2020,1,3,16
2020-01-03 17:00:00+00:00,323.415,323.64,323.12,29417,323.14,4968100,323.413808,2020,1,3,17
2020-01-03 18:00:00+00:00,322.94,323.55,322.32,45342,323.42,7696600,322.983827,2020,1,3,18
2020-01-03 19:00:00+00:00,323.25,323.31,322.57,29113,322.94,4501063,322.910518,2020,1,3,19
2020-01-03 20:00:00+00:00,322.44,323.55,322.42,81195,323.25,15808536,322.829664,2020,1,3,20
2020-01-03 21:00:00+00:00,322.57,324.8065,322.38,6214,322.44,17116729,322.475522,2020,1,3,21
2020-01-03 22:00:00+00:00,322.66,322.69,322.41,368,322.57,2066844,322.420006,2020,1,3,22
2020-01-06 09:00:00+00:00,320.43,320.52,319.98,165,320.05,40769,320.197154,2020,1,6,9
2020-01-06 10:00:00+00:00,320.65,320.74,320.45,98,320.46,23802,320.649757,2020,1,6,10
2020-01-06 11:00:00+00:00,320.72,320.85,320.55,240,320.71,99895,320.712908,2020,1,6,11
2020-01-06 12:00:00+00:00,321.19,321.36,320.76,1000,320.76,378228,321.063821,2020,1,6,12
2020-01-06 13:00:00+00:00,320.83,321.55,320.06,1543,321.2,473585,320.870098,2020,1,6,13
