timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour
2020-01-01 00:00:00+00:00,213.09,213.18,213.03,46,213.1,25753,213.108313,2020,1,1,0
2020-01-02 09:00:00+00:00,214.22,214.26,213.95,131,213.98,53394,214.118947,2020,1,2,9
2020-01-02 10:00:00+00:00,214.32,214.37,214.24,61,214.24,24332,214.314117,2020,1,2,10
2020-01-02 11:00:00+00:00,214.15,214.3,214.06,48,214.3,13615,214.154332,2020,1,2,11
2020-01-02 12:00:00+00:00,214.29,214.34,214.06,303,214.08,83918,214.189663,2020,1,2,12
2020-01-02 13:00:00+00:00,214.5502,214.62,213.5,757,214.15,213646,214.46379,2020,1,2,13
2020-01-02 14:00:00+00:00,215.07,215.16,214.25,22511,214.58,5325354,214.687309,2020,1,2,14
2020-01-02 15:00:00+00:00,214.62,215.11,213.98,21338,215.08,4537714,214.432507,2020,1,2,15
2020-01-02 16:00:00+00:00,214.65,214.75,214.08,13192,214.63,4246113,214.524231,2020,1,2,16
2020-01-02 17:00:00+00:00,215.025,215.05,214.59,9945,214.65,2021467,214.833261,2020,1,2,17
2020-01-02 18:00:00+00:00,215.0154,215.025,214.78,8825,215.02,1995700,214.900318,2020,1,2,18
2020-01-02 19:00:00+00:00,215.465,215.5,215.0,14853,215.02,4936700,215.300279,2020,1,2,19
2020-01-02 20:00:00+00:00,216.14,216.15,215.45,26138,215.46,6206694,215.736701,2020,1,2,20
2020-01-02 21:00:00+00:00,216.4,216.41,216.01,1670,216.12,1996922,216.163676,2020,1,2,21
2020-01-02 22:00:00+00:00,216.4,216.46,216.32,317,216.42,47573,216.429197,2020,1,2,22
2020-01-02 23:00:00+00:00,216.35,216.55,216.18,204,216.34,52032,216.412664,2020,1,2,23
2020-01-03 00:00:00+00:00,216.45,216.48,216.33,116,216.34,22684,216.415556,2020,1,3,0
2020-01-03 09:00:00+00:00,213.41,213.88,213.1,374,213.87,96919,213.47022,2020,1,3,9
2020-01-03 10:00:00+00:00,212.63,213.59,212.44,310,213.41,101787,213.147106,2020,1,3,10
2020-01-03 11:00:00+00:00,212.97,213.11,212.6,326,212.65,108814,212.963849,2020,1,3,11
2020-01-03 12:00:00+00:00,213.46,213.64,212.91,1062,212.96,298907,213.308686,2020,1,3,12
2020-01-03 13:00:00+00:00,213.78,214.67,212.96,2118,213.42,624071,213.891488,2020,1,3,13
2020-01-03 14:00:00+00:00,214.61,214.95,213.21,25854,213.78,4794025,214.228612,2020,1,3,14
2020-01-03 15:00:00+00:00,214.4265,214.88,214.1,23060,214.57,4349957,214.500752,2020,1,3,15
2020-01-03 16:00:00+00:00,214.81,214.89,214.1154,11781,214.44,2187883,214.503872,2020,1,3,16
2020-01-03 17:00:00+00:00,215.2699,215.47,214.8,12271,214.81,2568745,215.171844,2020,1,3,17
2020-01-03 18:00:00+00:00,214.8053,215.336,214.35,15070,215.27,3793824,214.960128,2020,1,3,18
2020-01-03 19:00:00+00:00,214.95,215.01,214.505,9200,214.8,1907984,214.766963,2020,1,3,19
2020-01-03 20:00:00+00:00,214.2,215.16,214.17,25733,214.95,5169874,214.578221,2020,1,3,20
2020-01-03 21:00:00+00:00,214.22,214.34,214.09,1968,214.17,1522859,214.200474,2020,1,3,21
2020-01-03 22:00:00+00:00,214.28,214.29,214.18,103,214.25,318434,214.212239,2020,1,3,22
2020-01-06 09:00:00+00:00,212.5,212.54,212.12,150,212.26,33217,212.359092,2020,1,6,9
2020-01-06 10:00:00+00:00,212.67,212.72,212.41,122,212.43,35250,212.62878,2020,1,6,10
2020-01-06 11:00:00+00:00,212.72,212.78,212.54,103,212.67,26585,212.682662,2020,1,6,11
2020-01-06 12:00:00+00:00,213.01,213.15,212.7,323,212.72,82775,212.907009,2020,1,6,12
2020-01-06 13:00:00+00:00,212.8,213.54,212.29,963,212.86,228740,212.763334,2020,1,6,13
2020-01-06 14:00:00+00:00,213.9,213.97,212.24,17446,212.77,3762857,213.139089,2020,1,6,14
2020-01-06 15:00:00+00:00,214.54,214.7,213.79,17762,213.92,3306259,214.269528,2020,1,6,15
2020-01-06 16:00:00+00:00,214.525,214.8427,214.4001,10347,214.545,2294884,214.639318,2020,1,6,16
2020-01-06 17:00:00+00:00,214.51,214.5599,214.26,7844,214.53,2526169,214.421599,2020,1,6,17
2020-01-06 18:00:00+00:00,214.71,214.85,214.48,8495,214.5115,2333481,214.731071,2020,1,6,18
2020-01-06 19:00:00+00:00,214.94,215.11,214.6,9549,214.713,1488090,214.914941,2020,1,6,19
2020-01-06 20:00:00+00:00,215.54,215.59,214.85,20703,214.95,4111999,215.289055,2020,1,6,20
2020-01-06 21:00:00+00:00,215.25,215.74,215.07,1860,215.55,1789575,215.483469,2020,1,6,21
2020-01-06 22:00:00+00:00,215.22,215.31,215.17,187,215.28,22502,215.219105,2020,1,6,22
2020-01-06 23:00:00+00:00,215.11,215.4,215.11,103,215.26,36467,215.271113,2020,1,6,23
2020-01-07 00:00:00+00:00,215.55,215.66,215.17,254,215.17,57362,215.487611,2020,1,7,0
2020-01-07 09:00:00+00:00,215.83,216.04,215.7,94,215.9,24097,215.859976,2020,1,7,9
2020-01-07 10:00:00+00:00,215.82,215.94,215.67,85,215.92,20754,215.811172,2020,1,7,10
2020-01-07 11:00:00+00:00,215.63,215.98,215.55,130,215.87,34327,215.789742,2020,1,7,11
2020-01-07 12:00:00+00:00,215.92,215.99,215.61,383,215.61,92109,215.826482,2020,1,7,12
2020-01-07 13:00:00+00:00,215.38,216.25,215.3,889,215.75,214864,215.621601,2020,1,7,13
2020-01-07 14:00:00+00:00,215.38,215.89,214.85,15446,215.32,3352823,215.333312,2020,1,7,14
2020-01-07 15:00:00+00:00,215.84,215.9,215.05,17756,215.37,5416706,215.55445,2020,1,7,15
2020-01-07 16:00:00+00:00,215.68,216.14,215.5766,11923,215.84,3155022,215.916741,2020,1,7,16
2020-01-07 17:00:00+00:00,215.83,215.9066,215.57,6910,215.68,2287216,215.749662,2020,1,7,17
2020-01-07 18:00:00+00:00,216.045,216.06,215.83,7188,215.83,1431914,215.955821,2020,1,7,18
2020-01-07 19:00:00+00:00,215.71,216.06,215.48,9129,216.05,1575838,215.675644,2020,1,7,19
2020-01-07 20:00:00+00:00,215.51,215.95,215.37,15422,215.72,3338122,215.681958,2020,1,7,20
2020-01-07 21:00:00+00:00,215.06,215.53,214.64,2581,215.52,1586052,215.290548,2020,1,7,21
2020-01-07 22:00:00+00:00,215.05,215.15,215.05,42,215.05,10128,215.06786,2020,1,7,22
2020-01-07 23:00:00+00:00,212.88,215.12,212.27,1833,215.0,566116,213.363066,2020,1,7,23
2020-01-08 00:00:00+00:00,211.86,212.92,211.09,1840,212.9,387953,211.914439,2020,1,8,0
2020-01-08 09:00:00+00:00,214.94,215.09,214.72,334,214.78,118325,214.877196,2020,1,8,9
2020-01-08 10:00:00+00:00,215.61,215.78,214.88,133,214.88,33416,215.336073,2020,1,8,10
2020-01-08 11:00:00+00:00,215.63,215.98,215.46,274,215.58,93705,215.797923,2020,1,8,11
2020-01-08 12:00:00+00:00,215.81,215.94,215.5,1124,215.64,377803,215.693393,2020,1,8,12
2020-01-08 13:00:00+00:00,215.63,216.14,214.06,1867,215.59,559465,215.77298,2020,1,8,13
2020-01-08 14:00:00+00:00,216.17,216.32,215.16,14116,215.63,2810001,215.828765,2020,1,8,14
2020-01-08 15:00:00+00:00,215.7307,216.36,215.39,14113,216.22,2664154,215.981412,2020,1,8,15
2020-01-08 16:00:00+00:00,217.05,217.33,215.51,26746,215.74,4678450,216.498497,2020,1,8,16
2020-01-08 17:00:00+00:00,217.3884,217.4905,217.03,10063,217.05,2589819,217.246814,2020,1,8,17
2020-01-08 18:00:00+00:00,217.22,217.49,217.16,8289,217.38,1332021,217.345044,2020,1,8,18
2020-01-08 19:00:00+00:00,217.6,217.6087,217.225,8883,217.23,1681954,217.467076,2020,1,8,19
