timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,ALT_close,ALT_high,ALT_low,ALT_trade_count,ALT_open,ALT_volume,ALT_vwap,MRNA_close,MRNA_high,MRNA_low,MRNA_trade_count,MRNA_open,MRNA_volume,MRNA_vwap,IBB_close,IBB_high,IBB_low,IBB_trade_count,IBB_open,IBB_volume,IBB_vwap
2020-02-07 05:00:00+00:00,1.8,1.94,1.73,1230,1.77,436690,1.842212,2020,2,7,5,1.8,1.94,1.73,1230,1.77,436690,1.842212,23.24,23.39,19.79,48664,19.79,10280563,22.132089,121.53,122.21,120.985,19470,122.07,2095103,121.533113
2020-02-10 05:00:00+00:00,1.79,1.83,1.76,428,1.83,155352,1.791842,2020,2,10,5,1.79,1.83,1.76,428,1.83,155352,1.791842,23.65,23.95,22.3832,48432,23.5,9816521,23.293751,122.73,122.75,121.0,17524,121.29,1978588,122.210718
2020-02-11 05:00:00+00:00,1.77,1.81,1.7572,291,1.81,125731,1.776333,2020,2,11,5,1.77,1.81,1.7572,291,1.81,125731,1.776333,21.35,22.74,21.28,33656,22.09,6367955,21.64615,122.67,123.58,122.44,17491,123.0,2755016,122.749447
2020-02-12 05:00:00+00:00,1.72,1.8,1.7099,485,1.77,109939,1.738165,2020,2,12,5,1.72,1.8,1.7099,485,1.77,109939,1.738165,19.01,19.67,18.5,87670,19.64,20653451,19.04982,122.94,123.36,122.0608,17355,123.12,2534411,122.768236
2020-02-13 05:00:00+00:00,1.71,1.76,1.69,279,1.7,138643,1.725194,2020,2,13,5,1.71,1.76,1.69,279,1.7,138643,1.725194,19.045,19.8,18.89,36694,19.36,7137707,19.226426,121.95,122.86,121.88,18977,122.76,2849620,122.224681
2020-02-14 05:00:00+00:00,1.74,1.75,1.6738,432,1.7,74784,1.714331,2020,2,14,5,1.74,1.75,1.6738,432,1.7,74784,1.714331,19.0,19.29,18.85,25006,19.27,6196879,19.013799,122.47,122.64,121.3,17970,122.17,1406423,122.209462
2020-02-18 05:00:00+00:00,1.71,1.75,1.68,232,1.7,62497,1.715934,2020,2,18,5,1.71,1.75,1.68,232,1.7,62497,1.715934,18.91,19.35,18.57,25956,19.14,4321674,18.851652,122.52,122.65,121.52,14498,122.3,2244437,122.323446
2020-02-19 05:00:00+00:00,1.76,1.76,1.71,369,1.71,60493,1.735612,2020,2,19,5,1.76,1.76,1.71,369,1.71,60493,1.735612,18.92,19.24,18.725,21071,19.09,3353962,18.972619,123.48,123.92,122.82,15317,122.96,1438403,123.414605
2020-02-20 05:00:00+00:00,1.77,1.78,1.73,227,1.76,46015,1.757115,2020,2,20,5,1.77,1.78,1.73,227,1.76,46015,1.757115,18.54,19.17,18.42,21123,18.86,5102667,18.731578,123.31,123.65,121.2851,18742,123.65,2644667,122.868015
2020-02-21 05:00:00+00:00,1.76,1.79,1.72,281,1.79,81142,1.744988,2020,2,21,5,1.76,1.79,1.72,281,1.79,81142,1.744988,18.23,18.55,17.91,24236,18.47,4214639,18.180024,123.08,123.58,122.13,20307,123.27,2179764,122.868022
2020-02-24 05:00:00+00:00,1.77,1.81,1.71,577,1.8,214082,1.763274,2020,2,24,5,1.77,1.81,1.71,577,1.8,214082,1.763274,18.59,19.28,18.3,45693,19.23,7889478,18.699349,119.84,120.92,118.51,39519,120.75,4614334,119.832019
2020-02-25 05:00:00+00:00,1.73,1.83,1.71,563,1.8,161803,1.755775,2020,2,25,5,1.73,1.83,1.71,563,1.8,161803,1.755775,23.76,26.55,20.51,309823,22.15,66515251,22.964093,116.8,121.13,116.48,37870,120.63,4727392,117.835046
2020-02-26 05:00:00+00:00,1.69,1.78,1.67,421,1.76,103227,1.703183,2020,2,26,5,1.69,1.78,1.67,421,1.76,103227,1.703183,29.16,29.98,27.08,401294,29.05,79761999,28.542809,118.36,119.57,117.18,46715,118.0,5522425,118.377918
2020-02-27 05:00:00+00:00,1.76,1.78,1.6,902,1.69,485568,1.677282,2020,2,27,5,1.76,1.78,1.6,902,1.69,485568,1.677282,26.16,36.0,23.05,363397,35.88,70033226,29.858066,113.43,118.265,113.43,59202,117.7,6145791,115.943436
2020-02-28 05:00:00+00:00,3.7,4.45,3.0,88601,4.18,26294665,3.812988,2020,2,28,5,3.7,4.45,3.0,88601,4.18,26294665,3.812988,25.93,25.95,22.015,124836,23.38,25249250,23.551707,113.88,114.22,109.7,76199,110.0,8629897,111.770257
2020-03-02 05:00:00+00:00,3.16,3.8799,2.71,15808,3.8,5428902,3.243889,2020,3,2,5,3.16,3.8799,2.71,15808,3.8,5428902,3.243889,29.88,30.75,25.21,152231,27.0,33900360,28.858225,119.42,119.42,114.02,56087,114.9,6259294,116.896161
2020-03-03 05:00:00+00:00,3.26,3.5078,2.5,15771,2.9,5930145,3.076515,2020,3,3,5,3.26,3.5078,2.5,15771,2.9,5930145,3.076515,27.91,28.6,26.6,92682,27.8035,18117480,27.552986,116.23,120.73,114.68,66240,118.6,7357749,117.288996
2020-03-04 05:00:00+00:00,2.85,3.09,2.75,6400,3.04,2066467,2.94019,2020,3,4,5,2.85,3.09,2.75,6400,3.04,2066467,2.94019,27.49,28.72,26.8,61219,27.99,12225833,27.759304,121.68,121.68,117.61,46888,118.64,5017041,119.912686
2020-03-05 05:00:00+00:00,3.37,3.454,2.85,8032,3.0,2922835,3.175629,2020,3,5,5,3.37,3.454,2.85,8032,3.0,2922835,3.175629,28.01,28.95,26.535,80810,27.49,15037348,27.795423,119.56,121.86,118.49,37547,118.98,3523426,119.827027
2020-03-06 05:00:00+00:00,3.8,3.9,3.4,14982,3.7,5043373,3.686252,2020,3,6,5,3.8,3.9,3.4,14982,3.7,5043373,3.686252,29.61,29.8,27.67,111472,27.98,21503603,28.9488,118.03,118.6265,115.93,47691,116.43,3966241,117.185878
2020-03-09 04:00:00+00:00,3.16,3.99,3.11,5948,3.99,2273466,3.403584,2020,3,9,4,3.16,3.99,3.11,5948,3.99,2273466,3.403584,24.29,30.0,24.16,79622,30.0,14701775,26.488209,110.0,114.14,109.6,54088,110.85,5019339,111.426893
2020-03-10 04:00:00+00:00,2.61,3.0763,2.5,5303,3.0,1843464,2.71526,2020,3,10,4,2.61,3.0763,2.5,5303,3.0,1843464,2.71526,22.34,25.94,21.28,79009,25.71,13352441,22.484028,112.31,113.17,106.8,54937,113.15,4920613,109.90931
2020-03-11 04:00:00+00:00,3.19,3.79,2.91,15767,3.1,5106193,3.385105,2020,3,11,4,3.19,3.79,2.91,15767,3.1,5106193,3.385105,23.61,25.7491,22.5235,85014,22.54,15148380,24.090635,106.97,111.79,105.72,55370,109.87,7194884,107.810074
2020-03-12 04:00:00+00:00,3.3,3.43,2.8,4373,3.31,1387957,3.219847,2020,3,12,4,3.3,3.43,2.8,4373,3.31,1387957,3.219847,22.3,24.28,21.9,70917,22.8997,11804732,22.990393,97.5,103.13,97.5,72229,101.22,7654020,99.676236
2020-03-13 04:00:00+00:00,2.89,3.25,2.7,4659,3.06,1346068,2.882845,2020,3,13,4,2.89,3.25,2.7,4659,3.06,1346068,2.882845,21.3,23.47,19.31,82824,23.0,12564033,21.062386,103.68,104.35,95.28,79691,102.0,8914196,100.095698
2020-03-16 04:00:00+00:00,2.89,3.29,2.55,4308,2.74,1110182,2.904323,2020,3,16,4,2.89,3.29,2.55,4308,2.74,1110182,2.904323,26.49,27.8,22.22,249733,23.76,40362925,25.661916,94.39,101.19,92.15,42105,95.12,4660766,97.545832
2020-03-17 04:00:00+00:00,2.99,3.1,2.81,2661,3.0,784111,2.969137,2020,3,17,4,2.99,3.1,2.81,2661,3.0,784111,2.969137,28.18,32.7,27.3148,282959,29.36,45425380,29.971244,101.3,103.08,94.6923,38045,96.86,4525891,100.024987
2020-03-18 04:00:00+00:00,2.82,3.2,2.75,3356,3.1,988642,2.976113,2020,3,18,4,2.82,3.2,2.75,3356,3.1,988642,2.976113,31.58,32.54,26.55,201243,27.13,29233862,30.744806,98.33,101.7,94.03,60769,95.85,6460204,97.957936
2020-03-19 04:00:00+00:00,2.85,3.07,2.8,3058,2.89,805099,2.926423,2020,3,19,4,2.85,3.07,2.8,3058,2.89,805099,2.926423,28.27,34.98,25.19,219416,32.78,37569208,30.282779,101.06,103.0,97.1272,39469,97.76,4109847,101.162168
2020-03-20 04:00:00+00:00,2.94,3.07,2.75,3716,2.85,980291,2.921313,2020,3,20,4,2.94,3.07,2.75,3716,2.85,980291,2.921313,28.14,30.23,26.2,105334,29.25,17718359,28.556449,98.04,104.99,97.88,50398,102.64,5848854,100.489158
2020-03-23 04:00:00+00:00,2.95,3.05,2.75,3398,3.04,752047,2.878452,2020,3,23,4,2.95,3.05,2.75,3398,3.04,752047,2.878452,26.57,29.81,26.25,87304,28.71,11390739,27.872953,97.5,99.8,94.1684,36296,98.37,3431367,97.286755
2020-03-24 04:00:00+00:00,3.2,3.3,2.9,9532,3.0,2724851,3.11886,2020,3,24,4,3.2,3.3,2.9,9532,3.0,2724851,3.11886,25.82,27.25,24.36,89229,27.09,12909110,25.288532,102.62,102.92,99.96,44002,101.32,3956975,101.541377
2020-03-25 04:00:00+00:00,3.43,3.48,3.06,6988,3.15,1821506,3.30667,2020,3,25,4,3.43,3.48,3.06,6988,3.15,1821506,3.30667,27.13,27.98,24.79,73055,25.0,9910177,26.688375,102.0,105.23,101.38,30508,102.73,2593031,103.156521
2020-03-26 04:00:00+00:00,3.25,3.73,3.1,7075,3.49,1986118,3.331001,2020,3,26,4,3.25,3.73,3.1,7075,3.49,1986118,3.331001,27.94,28.79,27.56,45518,27.56,5822545,28.117639,106.79,107.66,102.4,37614,102.6,3246995,105.246764
2020-03-27 04:00:00+00:00,2.85,2.96,2.68,5808,2.75,1716771,2.834096,2020,3,27,4,2.85,2.96,2.68,5808,2.75,1716771,2.834096,30.05,31.09,27.95,94105,28.37,12633632,29.81521,104.71,107.5,104.12,21227,104.24,1802649,105.45661
2020-03-30 04:00:00+00:00,3.02,3.2,2.86,6863,3.04,1782510,3.055328,2020,3,30,4,3.02,3.2,2.86,6863,3.04,1782510,3.055328,30.48,31.69,28.27,79870,30.59,11130899,29.99446,108.84,109.23,105.8,27794,105.85,2826759,107.831098
2020-03-31 04:00:00+00:00,3.22,3.28,2.85,7581,3.07,1829686,3.068334,2020,3,31,4,3.22,3.28,2.85,7581,3.07,1829686,3.068334,29.95,30.98,29.2,46302,30.6,6408465,29.929351,107.74,109.1,106.45,22609,107.86,2165450,107.729799
2020-04-01 04:00:00+00:00,3.04,3.28,2.8498,6740,3.25,1748400,3.053918,2020,4,1,4,3.04,3.28,2.8498,6740,3.25,1748400,3.053918,29.67,30.94,29.44,53299,30.05,7364635,29.924843,103.79,106.72,103.0,32790,104.93,3183408,104.727953
2020-04-02 04:00:00+00:00,3.02,3.04,2.89,2571,2.91,546840,2.965217,2020,4,2,4,3.02,3.04,2.89,2571,2.91,546840,2.965217,33.2,33.39,29.84,112800,30.6,16256140,31.991514,107.7,107.81,102.74,23819,102.92,2073731,105.881861
2020-04-03 04:00:00+00:00,2.9,2.99,2.86,2267,2.97,374778,2.906335,2020,4,3,4,2.9,2.99,2.86,2267,2.97,374778,2.906335,34.84,35.66,32.72,122153,32.81,17222529,34.290772,106.25,108.61,105.43,20209,107.55,1634343,106.536173
2020-04-06 04:00:00+00:00,2.97,3.04,2.86,2340,2.94,437043,2.950096,2020,4,6,4,2.97,3.04,2.86,2340,2.94,437043,2.950096,34.64,35.185,33.33,81059,34.91,11257390,34.414641,111.71,111.97,109.01,52118,110.01,5053369,110.405854
2020-04-07 04:00:00+00:00,3.35,3.43,2.9,11147,2.94,3156692,3.203643,2020,4,7,4,3.35,3.43,2.9,11147,2.94,3156692,3.203643,32.02,34.03,30.9801,77434,33.81,10365691,32.140258,109.54,114.1,109.31,39414,113.91,4114221,111.72088
2020-04-08 04:00:00+00:00,3.35,3.54,3.13,6716,3.49,1872960,3.380778,2020,4,8,4,3.35,3.54,3.13,6716,3.49,1872960,3.380778,32.42,32.94,31.7501,35291,32.36,4280814,32.37907,112.94,113.22,109.36,27598,111.0,2288606,111.414685
2020-04-09 04:00:00+00:00,3.17,3.42,3.1266,3239,3.35,668077,3.244957,2020,4,9,4,3.17,3.42,3.1266,3239,3.35,668077,3.244957,31.86,32.92,31.32,41194,32.55,5126022,32.084772,113.97,114.3,112.39,31017,113.65,2779568,113.515374
2020-04-13 04:00:00+00:00,3.26,3.3,3.06,1712,3.16,383087,3.190661,2020,4,13,4,3.26,3.3,3.06,1712,3.16,383087,3.190661,32.9,32.98,31.71,39016,32.0,6083339,32.469584,114.49,114.85,112.62,23104,114.15,1787556,113.611351
2020-04-14 04:00:00+00:00,3.25,3.4092,3.21,1804,3.37,384922,3.288744,2020,4,14,4,3.25,3.4092,3.21,1804,3.37,384922,3.288744,34.66,34.99,33.15,56375,34.0,8680985,34.259576,118.65,118.84,116.22,34409,116.47,6663749,118.118976
2020-04-15 04:00:00+00:00,3.41,3.42,3.13,2077,3.17,594561,3.295055,2020,4,15,4,3.41,3.42,3.13,2077,3.17,594561,3.295055,37.25,38.45,33.72,113323,34.64,15974632,36.845626,115.69,117.155,115.14,22308,116.64,1834267,115.907076
2020-04-16 04:00:00+00:00,3.46,3.6,3.31,3833,3.5,1272287,3.479888,2020,4,16,4,3.46,3.6,3.31,3833,3.5,1272287,3.479888,40.6,41.55,36.62,141463,38.0735,20988106,39.605757,119.08,119.34,116.54,31946,117.0,2755697,118.200371
2020-04-17 04:00:00+00:00,3.32,3.5,3.29,1726,3.5,487814,3.388805,2020,4,17,4,3.32,3.5,3.29,1726,3.5,487814,3.388805,46.85,49.0,43.38,233102,48.94,33256498,46.462349,124.64,124.77,121.685,62365,123.38,6370852,122.999325
2020-04-20 04:00:00+00:00,3.23,3.345,3.18,1710,3.3,441341,3.265987,2020,4,20,4,3.23,3.345,3.18,1710,3.3,441341,3.265987,51.69,54.95,44.51,242745,45.0,34657152,51.964451,126.25,128.46,123.5181,44562,123.75,4036750,126.808136
2020-04-21 04:00:00+00:00,3.17,3.3,3.07,2513,3.23,584091,3.1725,2020,4,21,4,3.17,3.3,3.07,2513,3.23,584091,3.1725,49.26,56.38,43.11,274549,53.0,40141721,50.121055,122.42,125.71,121.74,48267,124.67,3571219,123.429306
2020-04-22 04:00:00+00:00,3.07,3.29,3.05,1328,3.25,374187,3.151022,2020,4,22,4,3.07,3.29,3.05,1328,3.25,374187,3.151022,51.2,51.82,49.06,79791,50.61,12073856,50.470498,123.58,124.24,121.77,23081,124.0,1992905,123.354894
2020-04-23 04:00:00+00:00,3.09,3.18,3.03,1111,3.08,316866,3.079401,2020,4,23,4,3.09,3.18,3.03,1111,3.08,316866,3.079401,47.44,50.7,46.89,111250,49.1,15498007,48.748624,123.2,126.74,122.85,31416,124.38,3077017,124.782049
2020-04-24 04:00:00+00:00,3.16,3.23,3.03,2372,3.1,664296,3.128103,2020,4,24,4,3.16,3.23,3.03,2372,3.1,664296,3.128103,50.5,50.5,47.1416,84685,47.15,12133897,49.319548,126.18,126.27,123.01,27568,124.17,2654818,125.139015
2020-04-27 04:00:00+00:00,3.16,3.28,3.1,1696,3.26,434234,3.168083,2020,4,27,4,3.16,3.28,3.1,1696,3.26,434234,3.168083,48.05,51.7,47.3,108214,51.53,13995540,48.627104,127.53,128.51,126.4,24497,128.0,2287480,127.463
2020-04-28 04:00:00+00:00,3.09,3.24,3.01,1725,3.22,420786,3.085681,2020,4,28,4,3.09,3.24,3.01,1725,3.22,420786,3.085681,47.88,50.45,47.17,93170,50.4,13390825,48.594352,124.81,128.95,124.18,30753,128.95,3024194,125.879717
2020-04-29 04:00:00+00:00,3.04,3.16,2.97,2204,3.16,571813,3.050886,2020,4,29,4,3.04,3.16,2.97,2204,3.16,571813,3.050886,46.37,46.9497,45.01,97349,46.6,12362310,45.984323,125.8,127.47,124.805,34158,127.26,3462386,125.987668
2020-04-30 04:00:00+00:00,3.05,3.07,2.95,1484,3.07,437771,3.01014,2020,4,30,4,3.05,3.07,2.95,1484,3.07,437771,3.01014,45.99,48.37,45.82,61804,46.78,8084628,47.053854,124.0,125.85,123.6008,24255,125.5,1912030,124.632735
2020-05-01 04:00:00+00:00,2.96,3.04,2.88,2535,3.04,611036,2.940933,2020,5,1,4,2.96,3.04,2.88,2535,3.04,611036,2.940933,47.93,50.45,46.29,158175,48.71,22097279,48.344288,120.9,122.7279,119.65,28654,121.99,2511981,120.873412
2020-05-04 04:00:00+00:00,3.15,3.18,2.91,1869,3.0,517050,3.082041,2020,5,4,4,3.15,3.18,2.91,1869,3.0,517050,3.082041,50.5,50.5,48.0,82312,48.05,10771460,49.302369,124.55,124.63,120.9,26443,121.01,2674870,122.782678
2020-05-05 04:00:00+00:00,3.14,3.21,3.08,1175,3.18,388344,3.136675,2020,5,5,4,3.14,3.21,3.08,1175,3.18,388344,3.136675,49.34,50.96,47.23,86254,50.48,11452834,48.895491,126.98,127.93,125.6,28162,126.07,2773113,126.783597
2020-05-06 04:00:00+00:00,3.1,3.14,3.01,2035,3.13,410089,3.062931,2020,5,6,4,3.1,3.14,3.01,2035,3.13,410089,3.062931,48.95,49.25,47.5201,54043,48.45,6965192,48.41507,127.0,128.52,126.31,26373,127.39,3242958,127.411788
2020-05-07 04:00:00+00:00,3.12,3.15,3.05,1467,3.14,361261,3.10925,2020,5,7,4,3.12,3.15,3.05,1467,3.14,361261,3.10925,53.19,55.99,51.06,217838,55.78,31645712,53.302146,127.17,128.68,126.56,31358,128.68,2662003,127.668741
2020-05-08 04:00:00+00:00,3.11,3.17,3.03,2179,3.17,535762,3.095319,2020,5,8,4,3.11,3.17,3.03,2179,3.17,535762,3.095319,59.25,59.88,52.15,184147,53.06,24521793,57.267361,128.41,129.1199,127.58,24907,128.5,2189520,128.409761
2020-05-11 04:00:00+00:00,3.15,3.18,3.05,1823,3.15,469689,3.129836,2020,5,11,4,3.15,3.18,3.05,1823,3.15,469689,3.129836,66.9,67.67,59.1401,257259,59.6,35699895,64.75657,133.9,134.09,128.1,47752,128.3,5679994,132.868154
2020-05-12 04:00:00+00:00,3.7,3.855,3.25,9443,3.25,2979935,3.62646,2020,5,12,4,3.7,3.855,3.25,9443,3.25,2979935,3.62646,62.35,68.49,62.02,214501,65.99,26365039,64.579094,131.05,136.13,131.05,46844,134.91,7080624,134.753098
2020-05-13 04:00:00+00:00,4.13,4.45,3.65,18639,3.75,5878866,4.073003,2020,5,13,4,4.13,4.45,3.65,18639,3.75,5878866,4.073003,65.18,66.97,60.29,159247,63.8003,22620690,64.537254,129.6,133.66,127.3038,58741,131.91,5447869,130.716709
2020-05-14 04:00:00+00:00,4.49,5.74,4.42,96209,5.1,21198172,5.072238,2020,5,14,4,4.49,5.74,4.42,96209,5.1,21198172,5.072238,64.56,65.39,61.44,96715,64.79,12474788,63.545958,129.02,129.864,127.12,36460,128.26,3613482,128.442538
2020-05-15 04:00:00+00:00,4.48,4.71,4.27,10719,4.33,2769940,4.523793,2020,5,15,4,4.48,4.71,4.27,10719,4.33,2769940,4.523793,66.69,67.67,63.01,116579,63.79,16659377,65.699472,132.25,132.34,127.75,39119,128.52,3775570,130.986611
2020-05-18 04:00:00+00:00,4.5,4.67,4.36,6811,4.59,1766182,4.49424,2020,5,18,4,4.5,4.67,4.36,6811,4.59,1766182,4.49424,80.0,87.0,75.66,702664,86.14,82244796,82.026372,133.78,136.2,133.47,36138,135.8656,3968595,134.571979
2020-05-19 04:00:00+00:00,4.93,5.35,4.58,9990,4.7,2895733,4.868976,2020,5,19,4,4.93,5.35,4.58,9990,4.7,2895733,4.868976,71.67,79.75,70.32,547791,78.07,67212004,75.005183,131.21,134.18,131.0,29796,133.78,2847856,132.794351
2020-05-20 04:00:00+00:00,6.06,6.69,5.17,48865,5.2,12356638,6.078805,2020,5,20,4,6.06,6.69,5.17,48865,5.2,12356638,6.078805,73.47,74.48,67.41,389719,70.01,57470741,71.708047,133.91,134.13,131.4,25171,132.42,2692638,133.251098
2020-05-21 04:00:00+00:00,6.08,6.4599,5.75,15483,6.16,3733631,6.122229,2020,5,21,4,6.08,6.4599,5.75,15483,6.16,3733631,6.122229,67.05,73.16,65.31,304640,73.05,35907358,67.556976,132.47,133.85,131.11,29542,133.33,2916093,132.162927
2020-05-22 04:00:00+00:00,6.95,7.0,5.95,20563,6.0,5016940,6.674698,2020,5,22,4,6.95,7.0,5.95,20563,6.0,5016940,6.674698,69.0,70.6,67.14,227330,69.93,29254922,68.967734,133.34,133.48,131.5,24795,132.13,2335567,132.742276
