timestamp,close,high,low,trade_count,open,volume,vwap,year,month,day,hour,FUBO_close,FUBO_high,FUBO_low,FUBO_trade_count,FUBO_open,FUBO_volume,FUBO_vwap,DIS_close,DIS_high,DIS_low,DIS_trade_count,DIS_open,DIS_volume,DIS_vwap,QQQ_close,QQQ_high,QQQ_low,QQQ_trade_count,QQQ_open,QQQ_volume,QQQ_vwap
2020-01-16 05:00:00+00:00,,,,,,,,,,,,,,,,,,,145.12,145.43,144.44,58041,145.09,7962462,144.977918,222.28,222.32,220.8,93295,221.24,19412634,221.608192
2020-01-17 05:00:00+00:00,,,,,,,,,,,,,,,,,,,144.33,145.64,144.01,69360,145.54,12258143,144.592755,223.38,223.56,222.1221,90119,223.24,24664564,222.917741
2020-01-21 05:00:00+00:00,,,,,,,,,,,,,,,,,,,143.56,144.59,143.01,97859,144.24,10641812,143.577127,223.28,223.84,222.66,100835,222.73,21964721,223.210314
2020-01-22 05:00:00+00:00,,,,,,,,,,,,,,,,,,,144.01,144.79,143.54,81253,144.45,8847632,144.095395,223.87,225.15,223.59,95295,224.38,20122022,224.490386
2020-01-23 05:00:00+00:00,,,,,,,,,,,,,,,,,,,142.2,143.61,140.65,121991,143.6,12564950,141.993699,224.59,224.69,222.7,106277,223.71,26902608,223.829004
2020-01-24 05:00:00+00:00,,,,,,,,,,,,,,,,,,,140.08,142.25,139.2,150554,141.4,14118562,140.410982,222.7,225.88,221.6701,172980,225.62,37735721,223.477915
2020-01-27 05:00:00+00:00,,,,,,,,,,,,,,,,,,,135.9,137.73,135.0,136512,135.86,13611123,136.369525,218.1,219.2845,217.18,213101,217.72,43040622,218.353996
2020-01-28 05:00:00+00:00,,,,,,,,,,,,,,,,,,,138.37,138.93,135.86,98781,136.5,11576335,137.92943,221.45,221.96,219.06,128281,219.6,27460780,220.890536
2020-01-29 05:00:00+00:00,,,,,,,,,,,,,,,,,,,136.06,138.68,135.795,101322,138.6,10130314,136.613312,221.81,222.93,220.83,116944,222.66,29621808,222.058358
2020-01-30 05:00:00+00:00,,,,,,,,,,,,,,,,,,,137.81,137.85,134.83,125416,135.09,12929955,136.62713,222.6,222.7,219.6891,198412,220.37,40090115,221.125931
2020-01-31 05:00:00+00:00,,,,,,,,,,,,,,,,,,,138.31,138.67,137.06,140602,138.4,13486653,138.037477,219.07,223.56,218.285,282740,223.5,52513116,220.208499
2020-02-03 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.32,141.82,139.75,129742,139.79,14073583,141.100681,222.38,222.885,219.99,146048,220.14,26158840,222.091285
2020-02-04 05:00:00+00:00,,,,,,,,,,,,,,,,,,,144.73,145.59,143.25,226972,145.49,24168688,144.670177,227.47,227.86,224.6523,167073,225.39,31597833,226.624288
2020-02-05 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.37,147.3,138.57,264098,146.6,28714244,141.630398,228.22,230.25,226.85,197540,230.22,39147264,228.211082
2020-02-06 05:00:00+00:00,,,,,,,,,,,,,,,,,,,142.7,143.945,141.22,107554,141.92,10207521,142.655963,230.19,230.25,227.98,121328,228.77,22815405,229.434773
2020-02-07 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.02,141.9895,140.12,102433,141.89,11800411,140.934345,229.2,230.44,228.54,131235,229.16,26137120,229.327881
2020-02-10 05:00:00+00:00,,,,,,,,,,,,,,,,,,,142.59,142.59,140.46,82794,141.03,9191153,141.947867,231.97,231.98,228.38,98435,228.43,21880674,230.524251
2020-02-11 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.01,142.99,140.46,97428,142.85,11791689,141.274325,232.01,234.02,231.3999,155902,233.21,31150916,232.778501
2020-02-12 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.85,142.22,140.87,74742,141.34,8723994,141.847947,234.27,234.38,232.8,112890,233.34,25015343,233.702759
2020-02-13 05:00:00+00:00,,,,,,,,,,,,,,,,,,,140.9,141.9,140.82,61241,141.17,8110929,141.268627,233.97,234.93,232.36,121372,232.62,23106978,233.936597
2020-02-14 05:00:00+00:00,,,,,,,,,,,,,,,,,,,139.54,141.28,139.13,80760,141.1,10287903,139.81861,234.64,234.86,233.5501,98298,234.28,23911493,234.2372
2020-02-18 05:00:00+00:00,,,,,,,,,,,,,,,,,,,139.14,139.66,138.1,83660,139.02,8878379,138.871436,234.73,235.17,233.25,121169,233.47,24942864,234.250972
2020-02-19 05:00:00+00:00,,,,,,,,,,,,,,,,,,,141.3,141.87,139.23,73315,139.63,7806685,141.103299,236.98,237.47,235.85,99891,236.07,22854684,236.890838
2020-02-20 05:00:00+00:00,,,,,,,,,,,,,,,,,,,140.37,141.63,138.85,71273,141.63,6396377,140.094339,234.78,236.95,231.88,227102,236.46,43470513,234.245507
2020-02-21 05:00:00+00:00,,,,,,,,,,,,,,,,,,,138.97,139.88,138.58,78168,139.86,8698889,139.07697,230.27,234.01,229.3211,280523,233.64,66778531,231.159383
2020-02-24 05:00:00+00:00,,,,,,,,,,,,,,,,,,,133.01,134.4365,131.21,206913,132.9,20281232,132.794287,221.39,224.25,220.26,453904,221.84,86078467,222.283068
2020-02-25 05:00:00+00:00,,,,,,,,,,,,,,,,,,,128.19,133.94,127.98,215866,133.75,22901873,129.561356,215.37,223.9879,214.74,616939,223.19,98994378,218.384048
2020-02-26 05:00:00+00:00,,,,,,,,,,,,,,,,,,,123.36,128.37,122.13,325653,126.12,32618794,124.923135,216.48,220.28,214.9,566174,216.67,81449738,217.641537
2020-02-27 05:00:00+00:00,,,,,,,,,,,,,,,,,,,118.04,122.9,117.92,294179,119.81,32816146,119.813621,205.64,216.4235,205.5,804078,211.05,123365147,210.472516
2020-02-28 05:00:00+00:00,,,,,,,,,,,,,,,,,,,117.65,118.31,113.21,357624,114.51,37836994,115.937867,205.8,207.17,198.17,1217832,198.92,149983420,202.337456
2020-03-02 05:00:00+00:00,,,,,,,,,,,,,,,,,,,119.98,119.98,116.03,221892,119.13,23381385,118.149986,216.42,216.57,205.94,709878,208.88,114535553,210.778805
2020-03-03 05:00:00+00:00,,,,,,,,,,,,,,,,,,,116.45,121.78,115.15,201876,121.15,21213267,117.830517,209.48,219.61,207.62,1029949,217.11,132997926,213.431317
2020-03-04 05:00:00+00:00,,,,,,,,,,,,,,,,,,,119.18,119.24,115.48,152077,118.96,14886722,117.725814,218.22,218.33,211.37,460057,213.32,73976908,214.645391
2020-03-05 05:00:00+00:00,,,,,,,,,,,,,,,,,,,113.98,116.96,112.11,237845,116.86,23715139,113.931674,211.59,216.36,210.1,551353,212.69,79491052,212.815266
2020-03-06 05:00:00+00:00,,,,,,,,,,,,,,,,,,,115.27,115.87,110.32,232288,110.76,24530073,113.526317,208.02,209.15,202.91,669983,204.67,90540307,205.956847
2020-03-09 04:00:00+00:00,,,,,,,,,,,,,,,,,,,108.97,110.43,104.28,307580,108.69,27642292,106.920205,193.57,201.16,192.11,1041363,193.48,118698227,196.874035
2020-03-10 04:00:00+00:00,,,,,,,,,,,,,,,,,,,111.46,111.58,102.43,245567,108.1,25891299,107.817634,204.11,204.3,193.6802,765878,201.11,101303325,198.890981
2020-03-11 04:00:00+00:00,,,,,,,,,,,,,,,,,,,105.51,108.9,102.86,238134,108.42,26763407,105.220989,195.22,200.75,192.73,702631,199.35,90290283,196.781639
2020-03-12 04:00:00+00:00,,,,,,,,,,,,,,,,,,,91.81,100.0,91.64,420413,97.62,42896547,94.141316,177.32,190.78,176.94,1078282,182.09,139521691,182.427292
2020-03-13 04:00:00+00:00,,,,,,,,,,,,,,,,,,,102.52,102.87,92.25,437625,100.78,42643927,97.958863,192.34,194.48,178.13,1107482,187.07,135110286,184.285665
2020-03-16 04:00:00+00:00,,,,,,,,,,,,,,,,,,,95.01,98.28,90.0,336449,91.8,37637477,94.596207,169.3,184.68,169.16,543666,174.15,93348128,177.795128
2020-03-17 04:00:00+00:00,,,,,,,,,,,,,,,,,,,93.53,97.4604,91.15,286679,95.8,29291812,93.730506,182.14,184.39,169.78,872768,175.47,122013887,178.862196
2020-03-18 04:00:00+00:00,,,,,,,,,,,,,,,,,,,82.33,89.34,79.07,481607,87.59,44858765,85.21117,176.6,179.22,166.8,879260,171.605,116356332,172.604846
2020-03-19 04:00:00+00:00,,,,,,,,,,,,,,,,,,,94.93,97.4,85.11,300444,88.0,32171894,93.826798,177.66,183.49,171.63,1137795,175.69,120873663,179.013935
2020-03-20 04:00:00+00:00,,,,,,,,,,,,,,,,,,,85.98,96.99,85.84,340083,95.99,35095620,89.389616,170.7,182.87,170.1,989217,181.74,116312601,177.057327
2020-03-23 04:00:00+00:00,,,,,,,,,,,,,,,,,,,85.76,87.28,81.09,321262,84.49,33451443,84.179263,170.46,174.21,164.93,1077567,170.92,126485243,169.531143
2020-03-24 04:00:00+00:00,,,,,,,,,,,,,,,,,,,98.12,99.168,91.8,325236,92.33,34313579,96.548623,183.66,183.83,177.95,628430,179.91,96039712,181.089734
2020-03-25 04:00:00+00:00,,,,,,,,,,,,,,,,,,,100.73,105.9199,95.51,311871,100.66,30134486,101.53835,182.3,189.51,179.98,694756,184.42,89894348,184.812485
2020-03-26 04:00:00+00:00,,,,,,,,,,,,,,,,,,,105.36,107.7319,100.8,262955,100.83,26613702,104.759995,191.9,192.72,183.61,583907,183.87,80861395,188.346073
2020-03-27 04:00:00+00:00,,,,,,,,,,,,,,,,,,,96.4,101.49,95.54,314740,100.45,31838157,98.050138,185.3,190.5149,184.66,465188,186.93,59338087,186.85484
2020-03-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,99.8,100.46,92.1,248351,96.0,24708746,97.40495,192.04,192.49,186.3406,349904,187.1,50136809,190.377469
2020-03-31 04:00:00+00:00,,,,,,,,,,,,,,,,,,,96.6,103.16,96.16,243242,100.22,23175495,99.092504,190.4,195.25,189.2,412175,191.53,63213899,192.041439
2020-04-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,94.92,97.4,92.56,209181,93.5,19330022,95.001148,182.31,187.66,180.86,400134,184.81,54306675,184.320414
2020-04-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,96.97,97.255,94.2,149080,94.2,14631877,95.945861,186.01,190.1,180.97,393157,181.59,56883800,184.084532
2020-04-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,93.88,96.92,92.71,172437,96.31,15569710,94.04377,183.37,187.0716,181.29,332915,185.5,47918780,183.702364
2020-04-06 04:00:00+00:00,,,,,,,,,,,,,,,,,,,99.58,100.19,94.52,193186,97.26,22597340,98.186066,196.48,197.65,189.19,397597,190.38,65717234,193.338523
2020-04-07 04:00:00+00:00,,,,,,,,,,,,,,,,,,,101.24,105.89,100.25,235672,104.86,23759949,102.918467,196.4,202.66,196.0,501335,202.14,70613514,199.127755
2020-04-08 04:00:00+00:00,,,,,,,,,,,,,,,,,,,101.07,102.35,98.65,222183,100.53,23632918,100.548994,200.57,201.17,196.1733,308368,198.0835,46663552,199.176577
2020-04-09 04:00:00+00:00,,,,,,,,,,,,,,,,,,,104.5,107.99,103.53,316678,107.92,32097140,105.449281,200.86,203.22,199.0281,434996,202.27,68760234,200.79751
2020-04-13 04:00:00+00:00,,,,,,,,,,,,,,,,,,,103.5,104.87,99.61,197181,104.71,17798131,101.858807,203.03,203.42,198.75,292857,199.92,43334087,200.807555
2020-04-14 04:00:00+00:00,,,,,,,,,,,,,,,,,,,106.03,107.64,103.9,204270,105.5,20871177,105.965775,211.86,212.5,206.42,390131,207.17,64928671,210.348678
2020-04-15 04:00:00+00:00,,,,,,,,,,,,,,,,,,,103.37,104.88,102.7,158300,104.39,14830674,103.674376,209.43,211.8338,207.12,289064,208.48,47619742,209.09126
2020-04-16 04:00:00+00:00,,,,,,,,,,,,,,,,,,,102.02,103.7198,100.89,177740,103.53,18984950,101.966495,213.25,214.369,209.69,382719,211.78,65067682,212.055764
2020-04-17 04:00:00+00:00,,,,,,,,,,,,,,,,,,,106.63,106.79,104.35,172299,106.21,19129951,105.627669,215.29,216.51,212.0801,364918,215.96,63545242,214.167581
2020-04-20 04:00:00+00:00,,,,,,,,,,,,,,,,,,,102.26,104.86,102.0,182294,103.58,17717161,103.049024,212.74,215.88,212.57,263038,213.27,38965103,214.242467
2020-04-21 04:00:00+00:00,,,,,,,,,,,,,,,,,,,100.54,101.51,99.13,202922,100.01,16699318,100.233543,204.89,211.16,203.63,465123,210.63,73493045,206.283611
2020-04-22 04:00:00+00:00,,,,,,,,,,,,,,,,,,,100.99,102.63,100.89,125303,101.8,12167617,101.631776,210.97,212.35,208.33,249189,209.14,40774873,210.213621
2020-04-23 04:00:00+00:00,,,,,,,,,,,,,,,,,,,101.0,102.5299,99.46,166570,100.65,18004275,101.086433,210.52,214.435,210.095,269953,211.8,43556540,212.302976
2020-04-24 04:00:00+00:00,,,,,,,,,,,,,,,,,,,101.19,101.92,99.52,135480,101.78,14337644,100.589069,213.84,214.3,209.5,204024,210.94,34672678,211.882344
2020-04-27 04:00:00+00:00,,,,,,,,,,,,,,,,,,,106.06,106.52,101.61,153812,102.0,16302200,104.978682,215.56,216.63,214.5,211149,216.18,37114396,215.63653
2020-04-28 04:00:00+00:00,,,,,,,,,,,,,,,,,,,106.21,110.06,105.98,169586,108.79,17040281,107.649361,211.5,217.32,211.21,285535,217.27,47710075,213.527709
2020-04-29 04:00:00+00:00,,,,,,,,,,,,,,,,,,,112.25,112.7,108.56,194632,109.94,21167890,111.215078,219.0,219.97,215.14,284815,216.21,49789906,218.101113
2020-04-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,108.15,110.31,106.86,181646,109.44,20011996,108.354997,218.91,220.04,217.35,278388,220.01,43889830,218.7398
2020-05-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,105.5,106.91,104.47,152524,106.36,13948228,105.354304,212.74,216.67,211.68,308781,214.54,49266864,213.704477
2020-05-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,103.18,103.83,100.55,202011,102.01,20578516,102.14668,215.22,215.45,211.12,209333,211.61,32609672,213.462038
2020-05-05 04:00:00+00:00,,,,,,,,,,,,,,,,,,,101.06,105.18,100.9,300627,101.51,30741550,102.661081,217.66,220.14,216.85,217140,217.4,38234369,218.631643
2020-05-06 04:00:00+00:00,,,,,,,,,,,,,,,,,,,100.88,105.27,98.86,378973,101.48,52937648,101.960524,219.0,221.04,218.11,210112,219.37,36883214,219.892369
2020-05-07 04:00:00+00:00,,,,,,,,,,,,,,,,,,,105.57,105.61,101.83,168217,101.85,22125979,104.379894,221.82,222.73,220.42,240006,221.75,38962934,221.707638
2020-05-08 04:00:00+00:00,,,,,,,,,,,,,,,,,,,109.16,109.18,106.63,219773,109.05,24918788,108.143128,224.86,225.0,222.48,183267,223.55,32596490,224.045562
2020-05-11 04:00:00+00:00,,,,,,,,,,,,,,,,,,,107.77,108.805,106.41,186519,108.4,21129134,107.723494,226.87,227.93,223.25,209132,223.5,36129984,226.180976
2020-05-12 04:00:00+00:00,,,,,,,,,,,,,,,,,,,104.56,109.44,104.49,167957,109.06,17607620,107.083158,222.12,228.095,222.09,240411,227.48,41391401,225.728929
2020-05-13 04:00:00+00:00,,,,,,,,,,,,,,,,,,,102.92,104.54,101.6,202602,104.5,21959703,103.002819,219.34,224.61,216.71,366850,222.65,66451683,219.965702
2020-05-14 04:00:00+00:00,,,,,,,,,,,,,,,,,,,105.91,105.92,99.6587,205814,101.98,23026762,103.337074,221.83,221.87,215.99,309838,218.12,52070976,218.53046
2020-05-15 04:00:00+00:00,,,,,,,,,,,,,,,,,,,109.05,109.38,104.27,195242,104.98,37242663,108.183183,223.27,223.33,218.33,284948,218.77,56152841,220.795878
2020-05-18 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.85,119.78,114.47,325272,114.47,41041378,117.039978,227.43,228.68,225.47,230449,226.28,43176008,227.326646
2020-05-19 04:00:00+00:00,,,,,,,,,,,,,,,,,,,114.37,116.47,113.42,176372,115.1,21003832,114.949556,226.86,229.85,226.71,207426,227.66,36678803,228.725557
2020-05-20 04:00:00+00:00,,,,,,,,,,,,,,,,,,,119.92,120.87,116.04,217707,116.42,26651116,118.467928,231.39,231.76,229.48,205645,229.48,37924849,230.878671
2020-05-21 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.83,120.3,116.5,178173,119.47,18213076,117.946232,228.87,232.135,228.34,263861,231.49,43985731,229.881995
2020-05-22 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.02,118.57,116.83,98526,117.5,9806708,117.683458,229.66,229.87,227.5,165169,228.46,28954712,228.889038
2020-05-26 04:00:00+00:00,,,,,,,,,,,,,,,,,,,120.95,122.505,120.43,168560,121.05,17473408,121.55686,229.04,233.57,228.79,201598,233.44,33746373,230.950975
2020-05-27 04:00:00+00:00,,,,,,,,,,,,,,,,,,,121.53,123.78,119.7112,192905,123.68,20114609,121.609413,230.29,230.41,223.94,327995,228.51,56097843,227.277979
2020-05-28 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.75,121.98,116.0,198545,121.6,19386948,118.448048,229.99,233.47,229.05,257126,229.05,43313948,231.293764
2020-05-29 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.3,117.75,114.12,181840,116.19,18980221,116.17227,233.47,233.6,228.76,295862,230.43,51254396,230.938757
2020-06-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.77,119.6498,116.93,120389,117.3,10931451,118.657805,234.06,234.45,232.0,157439,232.4,26710511,233.591179
2020-06-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.75,119.85,117.83,114870,119.0,11501539,118.681216,235.63,235.69,232.01,194135,234.42,33880955,233.886706
2020-06-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,122.18,122.45,119.3201,138067,119.99,13377077,121.416791,236.69,237.47,235.35,196530,236.23,37617848,236.339895
2020-06-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,123.69,124.5,121.85,154348,121.95,14836698,123.339954,235.03,237.79,233.68,220544,236.32,39048323,235.733731
2020-06-05 04:00:00+00:00,,,,,,,,,,,,,,,,,,,124.82,127.82,124.28,183303,126.31,17537343,125.937097,239.69,240.297,235.63,285627,236.06,47857373,239.028663
2020-06-08 04:00:00+00:00,,,,,,,,,,,,,,,,,,,127.28,127.44,123.94,145947,125.1,15291564,125.879824,241.55,241.68,237.91,178249,239.54,33320374,239.780239
2020-06-09 04:00:00+00:00,,,,,,,,,,,,,,,,,,,123.89,125.79,123.51,134290,125.63,11537754,124.241994,243.3,244.18,240.47,197375,240.66,35426548,242.860735
2020-06-10 04:00:00+00:00,,,,,,,,,,,,,,,,,,,122.18,124.1,120.93,135252,124.02,12274775,122.476258,246.22,247.815,244.51,297965,245.0,58623863,246.031925
2020-06-11 04:00:00+00:00,,,,,,,,,,,,,,,,,,,112.64,118.0,112.25,339263,117.6,27310158,114.729297,234.02,243.59,233.96,444885,242.29,74045212,238.254326
2020-06-12 04:00:00+00:00,,,,,,,,,,,,,,,,,,,115.49,117.0,112.89,216260,115.17,19327042,114.827636,235.88,240.4,231.74,473327,239.09,72374447,235.654052
2020-06-15 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.08,118.12,111.71,154401,112.08,15283310,115.634366,238.64,239.45,231.47,310377,232.44,45940189,236.022185
2020-06-16 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.44,121.5,116.05,146600,121.24,13804254,118.665714,242.85,244.39,239.1,337055,243.78,49524542,242.57763
2020-06-17 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.65,119.23,117.14,98367,118.64,9730331,117.902316,243.62,245.5,242.73,195834,244.4,35076438,244.215659
2020-06-18 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.37,118.53,115.93,96708,116.88,10045778,117.577464,244.28,244.53,242.49,169904,243.29,30744069,243.693895
2020-06-19 04:00:00+00:00,,,,,,,,,,,,,,,,,,,114.35,120.12,114.35,169305,119.98,28319648,115.829139,244.24,247.0,242.45,237266,246.74,50153981,244.777438
2020-06-22 04:00:00+00:00,,,,,,,,,,,,,,,,,,,115.92,116.1925,113.11,132242,114.19,13591077,114.967486,246.74,246.87,243.38,146135,243.77,24456849,245.525423
2020-06-23 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.59,117.45,115.97,103777,116.96,10770947,116.676142,248.84,251.15,247.82,207855,248.39,33186760,249.547903
2020-06-24 04:00:00+00:00,,,,,,,,,,,,,,,,,,,112.07,116.0,110.03,245078,115.85,23059247,112.154902,243.71,249.325,242.16,293901,247.99,46594333,244.743944
2020-06-25 04:00:00+00:00,,,,,,,,,,,,,,,,,,,111.36,111.51,108.5,182455,108.99,18121789,110.291958,246.03,246.34,241.14,232654,243.91,37348709,243.892764
2020-06-26 04:00:00+00:00,,,,,,,,,,,,,,,,,,,109.1,111.2,108.0221,163125,110.95,17464184,109.134238,240.22,245.96,239.68,326390,245.75,53674504,241.876251
2020-06-29 04:00:00+00:00,,,,,,,,,,,,,,,,,,,111.52,111.57,108.1001,115601,109.0,13223379,110.541058,242.84,242.85,237.35,215427,239.98,34762585,240.529179
2020-06-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,111.51,112.05,109.93,110259,111.5,11894350,111.202085,247.6,248.16,242.58,206353,242.77,39734336,245.876935
2020-07-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,113.01,115.6,112.29,129443,112.82,12506332,113.497727,250.49,251.52,247.0802,203525,247.66,35089660,249.541953
2020-07-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,112.18,115.1,112.0,101052,115.0,11879491,112.875743,252.19,254.27,251.71,187589,252.97,32733810,253.117715
2020-07-06 04:00:00+00:00,,,,,,,,,,,,,,,,,,,114.43,114.53,112.9,106266,113.83,13810166,113.94882,258.39,258.928,255.43,192021,255.46,35279103,257.470448
2020-07-07 04:00:00+00:00,,,,,,,,,,,,,,,,,,,113.63,115.08,112.61,120542,113.63,12090278,113.748241,256.61,260.88,256.3,213319,258.1,36890919,258.822527
2020-07-08 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.66,117.1299,112.81,134429,113.48,14411759,115.283113,259.99,260.02,256.5,190502,258.0,30891830,258.671306
2020-07-09 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.81,117.85,115.38,145722,116.51,14148643,116.639637,262.18,262.87,257.63,254349,261.89,41010995,260.689169
2020-07-10 04:00:00+00:00,,,,,,,,,,,,,,,,,,,119.34,119.4394,116.21,133149,116.83,14961990,118.579809,263.97,264.23,259.26,198033,262.0,33106616,261.921925
2020-07-13 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.22,120.13,115.89,179900,119.94,16294598,118.468408,258.54,269.79,257.69,385511,266.87,64701285,264.657788
2020-07-14 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.66,119.08,114.54,138097,115.23,13745323,117.792474,260.37,260.79,252.76,455065,256.07,74467411,257.321549
2020-07-15 04:00:00+00:00,,,,,,,,,,,,,,,,,,,120.9,122.09,119.7,161867,121.63,16050169,120.945633,260.9,262.69,257.49,329533,261.68,54928207,260.353517
2020-07-16 04:00:00+00:00,,,,,,,,,,,,,,,,,,,119.43,119.99,117.6,106549,117.72,11006963,119.138804,259.12,259.78,255.62,275697,257.97,48000197,257.755916
2020-07-17 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.65,119.56,117.06,97054,118.9,10463124,118.270027,259.42,260.31,257.17,173155,259.71,35332776,259.039261
2020-07-20 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.79,118.485,116.82,93266,118.05,9365109,117.766724,266.78,267.43,258.79,240859,260.12,41052555,263.934201
2020-07-21 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.62,120.39,117.66,95687,118.05,9448644,119.235134,264.0,268.41,263.125,292417,268.41,44033587,265.595738
2020-07-22 04:00:00+00:00,,,,,,,,,,,,,,,,,,,119.03,119.3,117.925,71414,118.19,8042123,118.651365,264.93,265.89,262.55,192130,264.46,30129054,264.301688
2020-07-23 04:00:00+00:00,,,,,,,,,,,,,,,,,,,118.12,119.35,117.01,78225,118.86,8032175,118.183814,258.01,265.24,256.55,296153,264.55,51874506,260.078314
2020-07-24 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.61,118.21,115.53,87625,115.7,8855775,117.347474,255.56,256.93,251.32,347350,254.12,54756516,254.652156
2020-07-27 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.31,117.42,115.6842,88681,117.2,9997049,116.39557,260.12,260.52,256.445,220280,257.36,36872958,258.907577
2020-07-28 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.18,116.84,114.68,75949,115.46,7315978,116.063242,256.81,259.85,256.51,189750,259.33,31847926,258.425182
2020-07-29 04:00:00+00:00,,,,,,,,,,,,,,,,,,,115.61,116.71,115.11,88662,116.22,10186674,115.694651,259.77,260.66,257.91,165434,258.33,28063812,259.346175
2020-07-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,115.66,116.29,113.37,99281,114.91,10321031,115.144844,261.13,261.71,256.55,246649,257.79,42205688,259.675391
2020-07-31 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.94,117.05,114.12,99395,115.22,10880990,115.870004,265.79,265.95,260.85,300007,265.83,54210216,263.367236
2020-08-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,116.35,117.12,115.35,106108,116.17,11168500,116.38078,269.38,270.15,267.87,196680,268.05,32665260,269.254987
2020-08-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,117.29,118.35,115.76,161363,115.96,17819694,117.325141,270.38,270.48,268.09,161113,268.74,25196086,269.405329
